oktmo,name,year,fallinghousesdwellers
52646000,Павлоградский муниципальный район,2011,240.0
52646000,Павлоградский муниципальный район,2012,224.0
52646151,Павлоградское,2010,124.0
52646151,Павлоградское,2011,110.0
52646151,Павлоградское,2012,176.0
52646401,Богодуховское,2010,41.0
52646401,Богодуховское,2011,3.0
52646403,Милоградовское,2010,71.0
52646403,Милоградовское,2011,45.0
52646407,Новоуральское,2010,94.0
52646407,Новоуральское,2011,58.0
52646407,Новоуральское,2012,45.0
52646412,Тихвинское,2010,19.0
52646412,Тихвинское,2011,21.0
52646412,Тихвинское,2012,3.0
52646416,Южное,2010,11.0
52646416,Южное,2011,3.0
52648000,Полтавский муниципальный район,2007,60.0
52648000,Полтавский муниципальный район,2008,220.0
52648000,Полтавский муниципальный район,2009,260.0
52648000,Полтавский муниципальный район,2010,1000.0
52648000,Полтавский муниципальный район,2011,200.0
52648000,Полтавский муниципальный район,2012,104.0
52648000,Полтавский муниципальный район,2013,101.0
52648000,Полтавский муниципальный район,2014,45.0
52648151,Полтавское,2007,60.0
52648151,Полтавское,2008,210.0
52648151,Полтавское,2009,250.0
52648151,Полтавское,2010,1000.0
52648151,Полтавское,2011,123.0
52648151,Полтавское,2012,104.0
52648151,Полтавское,2013,101.0
52648151,Полтавское,2014,45.0
52648402,Вольновское,2008,10.0
52648402,Вольновское,2009,10.0
52648405,Ворошиловское,2011,3.0
52648410,Ольгинское,2011,54.0
52648416,Соловьевское,2011,20.0
52650000,Русско-Полянский муниципальный район,2007,80.0
52650000,Русско-Полянский муниципальный район,2008,80.0
52650000,Русско-Полянский муниципальный район,2009,130.0
52650000,Русско-Полянский муниципальный район,2010,2330.0
52650000,Русско-Полянский муниципальный район,2011,1154.0
52650000,Русско-Полянский муниципальный район,2012,300.0
52650000,Русско-Полянский муниципальный район,2013,272.0
52650000,Русско-Полянский муниципальный район,2014,263.0
52650151,Русско-Полянское,2007,80.0
52650151,Русско-Полянское,2008,80.0
52650151,Русско-Полянское,2009,130.0
52650151,Русско-Полянское,2010,2330.0
52650151,Русско-Полянское,2011,1154.0
52650151,Русско-Полянское,2012,160.0
52650151,Русско-Полянское,2013,126.0
52650151,Русско-Полянское,2014,117.0
52650402,Алаботинское,2012,12.0
52650402,Алаботинское,2013,18.0
52650402,Алаботинское,2014,18.0
52650403,Солнечное,2012,4.0
52650403,Солнечное,2013,4.0
52650403,Солнечное,2014,7.0
52650404,Добровольское,2012,21.0
52650404,Добровольское,2013,21.0
52650404,Добровольское,2014,21.0
52650410,Новосанжаровское,2012,7.0
52650410,Новосанжаровское,2013,7.0
52650410,Новосанжаровское,2014,7.0
52650413,Розовское,2012,16.0
52650413,Розовское,2013,16.0
52650413,Розовское,2014,13.0
52650419,Сибирское,2012,19.0
52650419,Сибирское,2013,19.0
52650419,Сибирское,2014,19.0
52650422,Хлебодаровское,2012,17.0
52650422,Хлебодаровское,2013,17.0
52650422,Хлебодаровское,2014,17.0
52650425,Цветочинское,2012,36.0
52650425,Цветочинское,2013,36.0
52650425,Цветочинское,2014,36.0
52650428,Целинное,2012,8.0
52650428,Целинное,2013,8.0
52650428,Целинное,2014,8.0
52651000,Саргатский муниципальный район,2007,20.0
52651000,Саргатский муниципальный район,2008,39.0
52651000,Саргатский муниципальный район,2009,52.0
52651000,Саргатский муниципальный район,2010,250.0
52651000,Саргатский муниципальный район,2011,230.0
52651000,Саргатский муниципальный район,2012,220.0
52651000,Саргатский муниципальный район,2013,140.0
52651000,Саргатский муниципальный район,2014,69.0
52651151,Саргатское,2007,20.0
52651151,Саргатское,2008,39.0
52651151,Саргатское,2009,52.0
52651151,Саргатское,2010,148.0
52651151,Саргатское,2011,128.0
52651151,Саргатское,2012,107.0
52651151,Саргатское,2013,130.0
52651151,Саргатское,2014,59.0
52651407,Нижнеиртышское,2010,102.0
52651407,Нижнеиртышское,2011,102.0
52651407,Нижнеиртышское,2012,102.0
52651407,Нижнеиртышское,2013,10.0
52651407,Нижнеиртышское,2014,10.0
52651416,Щербакинское,2012,11.0
52652000,Седельниковский муниципальный район,2007,70.0
52652000,Седельниковский муниципальный район,2013,66.0
