oktmo,name,year,fallinghousesdwellers
50655425,Усть-Таркский сельсовет,2007,11.0
50655425,Усть-Таркский сельсовет,2008,4.0
50655425,Усть-Таркский сельсовет,2009,4.0
50655425,Усть-Таркский сельсовет,2010,2.0
50655425,Усть-Таркский сельсовет,2011,3.0
50655425,Усть-Таркский сельсовет,2013,10.0
50655427,Щербаковский сельсовет,2007,7.0
50655427,Щербаковский сельсовет,2008,8.0
50655427,Щербаковский сельсовет,2009,8.0
50655427,Щербаковский сельсовет,2010,8.0
50655427,Щербаковский сельсовет,2011,8.0
50655428,Яркуль-Матюшкинский сельсовет,2007,12.0
50655428,Яркуль-Матюшкинский сельсовет,2008,1.0
50655428,Яркуль-Матюшкинский сельсовет,2009,16.0
50655431,Яркульский сельсовет,2007,12.0
50655431,Яркульский сельсовет,2008,15.0
50656000,Чановский муниципальный район,2007,194.0
50656000,Чановский муниципальный район,2008,194.0
50656000,Чановский муниципальный район,2009,371.0
50656000,Чановский муниципальный район,2011,184.0
50656000,Чановский муниципальный район,2012,360.0
50656000,Чановский муниципальный район,2013,434.0
50656000,Чановский муниципальный район,2014,241.0
50656151,рабочий поселок Чаны,2007,174.0
50656151,рабочий поселок Чаны,2008,174.0
50656151,рабочий поселок Чаны,2009,265.0
50656151,рабочий поселок Чаны,2010,174.0
50656151,рабочий поселок Чаны,2011,174.0
50656151,рабочий поселок Чаны,2012,174.0
50656151,рабочий поселок Чаны,2013,241.0
50656151,рабочий поселок Чаны,2014,241.0
50656412,Новопреображенский сельсовет,2012,33.0
50656412,Новопреображенский сельсовет,2013,33.0
50656413,Озеро-Карачинский сельсовет,2007,20.0
50656413,Озеро-Карачинский сельсовет,2009,106.0
50656413,Озеро-Карачинский сельсовет,2010,177.0
50656413,Озеро-Карачинский сельсовет,2012,140.0
50656413,Озеро-Карачинский сельсовет,2013,154.0
50656428,Старокарачинский сельсовет,2012,7.0
50656428,Старокарачинский сельсовет,2013,6.0
50656431,Таганский сельсовет,2011,10.0
50656431,Таганский сельсовет,2012,6.0
50657000,Черепановский муниципальный район,2007,264.0
50657000,Черепановский муниципальный район,2008,182.0
50657000,Черепановский муниципальный район,2009,225.0
50657000,Черепановский муниципальный район,2010,205.0
50657000,Черепановский муниципальный район,2011,363.0
50657000,Черепановский муниципальный район,2012,407.0
50657000,Черепановский муниципальный район,2013,425.0
50657000,Черепановский муниципальный район,2014,351.0
50657101,город Черепаново,2007,209.0
50657101,город Черепаново,2008,93.0
50657101,город Черепаново,2009,116.0
50657101,город Черепаново,2010,116.0
50657101,город Черепаново,2011,116.0
50657101,город Черепаново,2012,188.0
50657101,город Черепаново,2013,178.0
50657101,город Черепаново,2014,108.0
50657154,рабочий поселок Дорогино,2008,54.0
50657154,рабочий поселок Дорогино,2009,74.0
50657154,рабочий поселок Дорогино,2010,54.0
50657154,рабочий поселок Дорогино,2011,212.0
50657154,рабочий поселок Дорогино,2012,212.0
50657154,рабочий поселок Дорогино,2013,212.0
50657154,рабочий поселок Дорогино,2014,229.0
50657163,рабочий поселок Посевная,2007,38.0
50657163,рабочий поселок Посевная,2008,35.0
50657163,рабочий поселок Посевная,2009,35.0
50657163,рабочий поселок Посевная,2010,35.0
50657163,рабочий поселок Посевная,2011,35.0
50657163,рабочий поселок Посевная,2012,7.0
50657163,рабочий поселок Посевная,2013,35.0
50657163,рабочий поселок Посевная,2014,14.0
50657419,Огнево-Заимковский сельсовет,2007,17.0
50658000,Чистоозерный муниципальный район,2007,15.0
50658000,Чистоозерный муниципальный район,2008,61.0
50658000,Чистоозерный муниципальный район,2009,62.0
50658000,Чистоозерный муниципальный район,2012,49.0
50658000,Чистоозерный муниципальный район,2014,97.0
50658151,рабочий поселок Чистоозерное,2007,9.0
50658151,рабочий поселок Чистоозерное,2008,61.0
50658151,рабочий поселок Чистоозерное,2009,61.0
50658151,рабочий поселок Чистоозерное,2012,43.0
50658151,рабочий поселок Чистоозерное,2014,96.0
50658402,Барабо-Юдинский сельсовет,2012,6.0
50658411,Новокулындинский сельсовет,2007,6.0
50658411,Новокулындинский сельсовет,2009,1.0
50658411,Новокулындинский сельсовет,2014,1.0
50659000,Чулымский муниципальный район,2007,20.0
50659000,Чулымский муниципальный район,2008,20.0
50659000,Чулымский муниципальный район,2009,74.0
50659000,Чулымский муниципальный район,2012,255.0
50659000,Чулымский муниципальный район,2013,347.0
50659000,Чулымский муниципальный район,2014,90.0
50659101,город Чулым,2009,66.0
50659101,город Чулым,2012,255.0
50659101,город Чулым,2013,347.0
50659101,город Чулым,2014,90.0
50659404,Большеникольский сельсовет,2007,20.0
50659404,Большеникольский сельсовет,2008,20.0
50659428,Серебрянский сельсовет,2009,8.0
50701000,город Новосибирск,2007,6900.0
50701000,город Новосибирск,2008,6700.0
50701000,город Новосибирск,2009,5800.0
50701000,город Новосибирск,2010,5100.0
50701000,город Новосибирск,2011,4300.0
50701000,город Новосибирск,2012,5400.0
50701000,город Новосибирск,2013,5400.0
50701000,город Новосибирск,2014,4900.0
50708000,город Бердск,2007,220.0
50708000,город Бердск,2008,1009.0
50708000,город Бердск,2009,1578.0
50708000,город Бердск,2010,754.0
50708000,город Бердск,2011,780.0
50708000,город Бердск,2012,633.0
50708000,город Бердск,2013,640.0
50708000,город Бердск,2014,487.0
50712000,город Искитим,2007,499.0
50712000,город Искитим,2008,370.0
50712000,город Искитим,2009,258.0
50712000,город Искитим,2010,393.0
50712000,город Искитим,2011,667.0
50712000,город Искитим,2012,904.0
50712000,город Искитим,2013,1133.0
50712000,город Искитим,2014,803.0
50717000,город Обь,2008,902.0
50717000,город Обь,2009,850.0
50717000,город Обь,2010,771.0
50717000,город Обь,2011,806.0
50717000,город Обь,2012,737.0
50717000,город Обь,2013,762.0
50717000,город Обь,2014,796.0
52601000,Азовский немецкий национальный муниципальный район,2007,20.0
52601000,Азовский немецкий национальный муниципальный район,2008,40.0
52601000,Азовский немецкий национальный муниципальный район,2009,41.0
52601000,Азовский немецкий национальный муниципальный район,2010,40.0
52601435,Сосновское,2007,20.0
52601435,Сосновское,2008,40.0
52601435,Сосновское,2009,41.0
52601435,Сосновское,2010,40.0
52603000,Большереченский муниципальный район,2007,60.0
52603000,Большереченский муниципальный район,2008,60.0
52603000,Большереченский муниципальный район,2009,60.0
52603000,Большереченский муниципальный район,2010,284.0
52603000,Большереченский муниципальный район,2011,492.0
52603000,Большереченский муниципальный район,2012,418.0
52603000,Большереченский муниципальный район,2013,330.0
52603000,Большереченский муниципальный район,2014,276.0
52603151,Большереченское,2007,60.0
52603151,Большереченское,2008,60.0
52603151,Большереченское,2009,60.0
52603151,Большереченское,2010,104.0
52603151,Большереченское,2011,91.0
52603151,Большереченское,2012,40.0
52603151,Большереченское,2013,27.0
52603151,Большереченское,2014,59.0
52603402,Евгащинское,2010,10.0
52603402,Евгащинское,2011,15.0
52603402,Евгащинское,2012,10.0
52603402,Евгащинское,2014,18.0
52603404,Ингалинское,2010,10.0
52603404,Ингалинское,2011,22.0
52603404,Ингалинское,2012,22.0
52603404,Ингалинское,2013,14.0
52603404,Ингалинское,2014,19.0
52603407,Шипицынское,2010,13.0
52603407,Шипицынское,2011,37.0
52603407,Шипицынское,2012,37.0
52603407,Шипицынское,2013,11.0
52603407,Шипицынское,2014,11.0
52603410,Почекуевское,2010,10.0
52603410,Почекуевское,2011,23.0
52603410,Почекуевское,2012,23.0
52603413,Красноярское,2010,50.0
52603413,Красноярское,2011,117.0
52603413,Красноярское,2012,117.0
52603413,Красноярское,2013,121.0
52603413,Красноярское,2014,68.0
52603416,Курносовское,2010,24.0
52603416,Курносовское,2011,58.0
52603416,Курносовское,2012,41.0
52603416,Курносовское,2014,33.0
52603419,Могильно-Посельское,2010,7.0
52603419,Могильно-Посельское,2011,17.0
52603419,Могильно-Посельское,2012,17.0
52603419,Могильно-Посельское,2013,55.0
52603419,Могильно-Посельское,2014,27.0
52603422,Новологиновское,2010,5.0
52603422,Новологиновское,2011,9.0
52603422,Новологиновское,2012,21.0
52603422,Новологиновское,2013,21.0
52603422,Новологиновское,2014,5.0
52603423,Старокарасукское,2010,15.0
52603423,Старокарасукское,2011,39.0
52603423,Старокарасукское,2012,39.0
52603423,Старокарасукское,2013,39.0
52603423,Старокарасукское,2014,22.0
52603425,Такмыкское,2010,20.0
52603425,Такмыкское,2011,28.0
52603425,Такмыкское,2012,28.0
52603425,Такмыкское,2013,28.0
52603428,Уленкульское,2010,10.0
52603428,Уленкульское,2011,29.0
52603428,Уленкульское,2012,18.0
52603428,Уленкульское,2013,9.0
52603428,Уленкульское,2014,9.0
52603431,Чебаклинское,2010,6.0
52603431,Чебаклинское,2011,7.0
52603431,Чебаклинское,2012,5.0
52603431,Чебаклинское,2013,5.0
52603431,Чебаклинское,2014,5.0
52606000,Большеуковский муниципальный район,2008,3.0
52606000,Большеуковский муниципальный район,2009,3.0
52606000,Большеуковский муниципальный район,2013,213.0
52606000,Большеуковский муниципальный район,2014,213.0
52606401,Аевское,2013,46.0
52606401,Аевское,2014,44.0
52606402,Белогривское,2013,15.0
52606402,Белогривское,2014,23.0
52606404,Большеуковское,2008,3.0
52606404,Большеуковское,2009,3.0
52606404,Большеуковское,2013,28.0
52606404,Большеуковское,2014,44.0
52606416,Становское,2013,23.0
52606416,Становское,2014,43.0
52606417,Уралинское,2013,28.0
52606417,Уралинское,2014,9.0
52606419,Фирстовское,2013,28.0
52606419,Фирстовское,2014,3.0
52606425,Чебаклинское,2013,37.0
52606425,Чебаклинское,2014,38.0
52606428,Чернецовское,2013,8.0
52606428,Чернецовское,2014,9.0
52609000,Горьковский муниципальный район,2007,70.0
52609000,Горьковский муниципальный район,2008,80.0
52609000,Горьковский муниципальный район,2009,50.0
52609000,Горьковский муниципальный район,2010,100.0
52609000,Горьковский муниципальный район,2011,290.0
52609000,Горьковский муниципальный район,2012,290.0
52609000,Горьковский муниципальный район,2013,290.0
52609000,Горьковский муниципальный район,2014,118.0
52609151,Горьковское,2007,20.0
52609151,Горьковское,2008,80.0
52609151,Горьковское,2009,20.0
52609151,Горьковское,2010,22.0
52609151,Горьковское,2011,16.0
52609151,Горьковское,2012,16.0
52609151,Горьковское,2013,30.0
52609402,Алексеевское,2007,4.0
52609402,Алексеевское,2011,47.0
52609402,Алексеевское,2012,47.0
52609402,Алексеевское,2013,45.0
52609402,Алексеевское,2014,18.0
52609404,Астыровское,2007,3.0
52609404,Астыровское,2009,30.0
52609404,Астыровское,2010,78.0
52609404,Астыровское,2011,29.0
52609404,Астыровское,2012,29.0
52609404,Астыровское,2013,27.0
52609404,Астыровское,2014,29.0
52609407,Георгиевское,2011,21.0
52609407,Георгиевское,2012,21.0
52609407,Георгиевское,2013,21.0
52609407,Георгиевское,2014,14.0
52609413,Краснополянское,2007,5.0
52609419,Новопокровское,2007,1.0
52609419,Новопокровское,2011,48.0
52609419,Новопокровское,2012,48.0
52609419,Новопокровское,2013,48.0
52609422,Октябрьское,2011,42.0
52609422,Октябрьское,2012,42.0
52609422,Октябрьское,2013,42.0
52609425,Павлодаровское,2007,1.0
52609425,Павлодаровское,2011,38.0
52609425,Павлодаровское,2012,38.0
52609425,Павлодаровское,2013,28.0
52609425,Павлодаровское,2014,5.0
52609426,Рощинское,2007,2.0
52609428,Серебрянское,2007,3.0
52609431,Суховское,2007,31.0
52609431,Суховское,2011,49.0
52609431,Суховское,2012,49.0
52609431,Суховское,2013,49.0
52609431,Суховское,2014,52.0
52612000,Знаменский муниципальный район,2007,40.0
52612000,Знаменский муниципальный район,2008,20.0
52612000,Знаменский муниципальный район,2009,30.0
52612000,Знаменский муниципальный район,2010,176.0
52612000,Знаменский муниципальный район,2011,234.0
52612000,Знаменский муниципальный район,2012,220.0
52612000,Знаменский муниципальный район,2013,40.0
52612000,Знаменский муниципальный район,2014,133.0
52612402,Бутаковское,2010,8.0
52612402,Бутаковское,2011,16.0
52612402,Бутаковское,2012,19.0
52612404,Завьяловское,2008,3.0
52612404,Завьяловское,2009,2.0
52612404,Завьяловское,2010,27.0
52612404,Завьяловское,2011,88.0
52612404,Завьяловское,2012,74.0
52612404,Завьяловское,2013,10.0
52612404,Завьяловское,2014,25.0
52612407,Знаменское,2007,40.0
52612407,Знаменское,2008,4.0
52612407,Знаменское,2010,40.0
52612407,Знаменское,2011,33.0
52612407,Знаменское,2012,16.0
52612407,Знаменское,2014,26.0
52612410,Качуковское,2008,3.0
52612410,Качуковское,2009,13.0
52612416,Новоягодинское,2008,5.0
52612416,Новоягодинское,2009,8.0
52612416,Новоягодинское,2010,13.0
52612416,Новоягодинское,2011,17.0
52612416,Новоягодинское,2012,21.0
52612416,Новоягодинское,2014,13.0
52612422,Чередовское,2010,40.0
52612422,Чередовское,2011,36.0
52612422,Чередовское,2012,40.0
52612422,Чередовское,2014,37.0
52612425,Шуховское,2008,5.0
52612425,Шуховское,2009,7.0
52612425,Шуховское,2010,48.0
52612425,Шуховское,2011,44.0
52612425,Шуховское,2012,50.0
52612425,Шуховское,2013,30.0
52612425,Шуховское,2014,32.0
52615000,Исилькульский муниципальный район,2007,20.0
52615000,Исилькульский муниципальный район,2008,60.0
52615000,Исилькульский муниципальный район,2009,70.0
52615000,Исилькульский муниципальный район,2010,260.0
52615000,Исилькульский муниципальный район,2011,385.0
52615000,Исилькульский муниципальный район,2012,331.0
52615000,Исилькульский муниципальный район,2013,70.0
52615000,Исилькульский муниципальный район,2014,68.0
52615101,Исилькульское,2007,20.0
52615101,Исилькульское,2008,60.0
52615101,Исилькульское,2009,70.0
52615101,Исилькульское,2010,260.0
52615101,Исилькульское,2011,385.0
52615101,Исилькульское,2012,331.0
52615101,Исилькульское,2013,70.0
52615101,Исилькульское,2014,68.0
52618000,Калачинский муниципальный район,2007,196.0
52618000,Калачинский муниципальный район,2008,300.0
52618000,Калачинский муниципальный район,2009,255.0
52618000,Калачинский муниципальный район,2010,330.0
52618000,Калачинский муниципальный район,2011,230.0
52618000,Калачинский муниципальный район,2012,330.0
52618000,Калачинский муниципальный район,2013,380.0
52618000,Калачинский муниципальный район,2014,232.0
52618101,Калачинское,2007,170.0
52618101,Калачинское,2008,274.0
52618101,Калачинское,2009,229.0
52618101,Калачинское,2010,320.0
52618101,Калачинское,2011,220.0
52618101,Калачинское,2012,330.0
52618101,Калачинское,2013,380.0
52618101,Калачинское,2014,160.0
52618404,Великорусское,2007,26.0
52618404,Великорусское,2008,26.0
52618404,Великорусское,2009,26.0
52618404,Великорусское,2010,10.0
52618404,Великорусское,2011,10.0
52618404,Великорусское,2014,72.0
52621000,Колосовский муниципальный район,2009,48.0
52621000,Колосовский муниципальный район,2010,124.0
52621000,Колосовский муниципальный район,2011,52.0
52621000,Колосовский муниципальный район,2012,80.0
52621000,Колосовский муниципальный район,2013,10.0
52621000,Колосовский муниципальный район,2014,10.0
52621402,Бражниковское,2009,4.0
52621402,Бражниковское,2010,4.0
52621402,Бражниковское,2011,4.0
52621402,Бражниковское,2012,5.0
52621407,Колосовское,2009,17.0
52621407,Колосовское,2010,83.0
52621407,Колосовское,2011,20.0
52621407,Колосовское,2012,28.0
52621407,Колосовское,2013,10.0
52621407,Колосовское,2014,10.0
52621408,Корсинское,2009,2.0
52621408,Корсинское,2010,5.0
52621408,Корсинское,2011,4.0
52621408,Корсинское,2012,6.0
52621409,Кутырлинское,2009,3.0
52621409,Кутырлинское,2010,2.0
52621409,Кутырлинское,2011,3.0
52621409,Кутырлинское,2012,5.0
52621413,Крайчиковское,2009,6.0
52621413,Крайчиковское,2010,6.0
52621413,Крайчиковское,2011,5.0
52621413,Крайчиковское,2012,7.0
52621416,Ламановское,2009,1.0
52621416,Ламановское,2010,3.0
52621416,Ламановское,2011,2.0
52621416,Ламановское,2012,4.0
52621419,Новологиновское,2009,3.0
52621419,Новологиновское,2010,3.0
52621419,Новологиновское,2011,3.0
52621419,Новологиновское,2012,5.0
52621422,Строкинское,2009,4.0
52621422,Строкинское,2010,4.0
52621422,Строкинское,2011,2.0
52621422,Строкинское,2012,6.0
52621424,Таскатлинское,2009,1.0
52621424,Таскатлинское,2010,7.0
52621424,Таскатлинское,2011,4.0
52621424,Таскатлинское,2012,5.0
52621425,Талбакульское,2009,2.0
52621425,Талбакульское,2010,2.0
52621425,Талбакульское,2011,2.0
52621425,Талбакульское,2012,4.0
52621428,Чапаевское,2009,5.0
52621428,Чапаевское,2010,5.0
52621428,Чапаевское,2011,3.0
52621428,Чапаевское,2012,5.0
52623000,Кормиловский муниципальный район,2010,99.0
52623000,Кормиловский муниципальный район,2011,89.0
52623000,Кормиловский муниципальный район,2012,89.0
52623000,Кормиловский муниципальный район,2013,61.0
52623151,Кормиловское,2010,99.0
52623151,Кормиловское,2011,89.0
52623151,Кормиловское,2012,89.0
52623151,Кормиловское,2013,61.0
52626000,Крутинский муниципальный район,2009,19.0
52626000,Крутинский муниципальный район,2010,19.0
52626000,Крутинский муниципальный район,2011,10.0
52626000,Крутинский муниципальный район,2012,10.0
52626000,Крутинский муниципальный район,2013,12.0
52626000,Крутинский муниципальный район,2014,9.0
52626151,Крутинское,2009,19.0
52626151,Крутинское,2010,19.0
52626151,Крутинское,2011,10.0
52626151,Крутинское,2012,10.0
52626151,Крутинское,2013,12.0
52626151,Крутинское,2014,9.0
52629000,Любинский муниципальный район,2010,12.0
52629000,Любинский муниципальный район,2011,31.0
52629000,Любинский муниципальный район,2012,215.0
52629000,Любинский муниципальный район,2013,245.0
52629000,Любинский муниципальный район,2014,263.0
52629151,Любинское,2010,1.0
52629151,Любинское,2011,4.0
52629151,Любинское,2012,187.0
52629151,Любинское,2013,188.0
52629151,Любинское,2014,193.0
52629157,Красноярское,2010,5.0
52629157,Красноярское,2011,5.0
52629157,Красноярское,2013,37.0
52629157,Красноярское,2014,41.0
52629404,Боголюбовское,2010,1.0
52629407,Большаковское,2010,1.0
52629407,Большаковское,2011,1.0
52629408,Веселополянское,2011,1.0
52629413,Камышловское,2010,1.0
52629419,Любино-Малоросское,2010,1.0
52629425,Новокиевское,2010,1.0
52629428,Пролетарское,2010,1.0
52629443,Центрально-Любинское,2011,20.0
52629443,Центрально-Любинское,2012,20.0
52629443,Центрально-Любинское,2013,20.0
52629443,Центрально-Любинское,2014,20.0
52629450,Южно-Любинское,2012,8.0
52629450,Южно-Любинское,2014,9.0
52630000,Марьяновский муниципальный район,2008,246.0
52630000,Марьяновский муниципальный район,2011,34.0
52630151,Марьяновское,2008,86.0
52630151,Марьяновское,2011,1.0
52630404,Боголюбовское,2011,5.0
52630407,Васильевское,2008,1.0
52630410,Грибановское,2008,18.0
52630411,Заринское,2008,51.0
52630411,Заринское,2011,28.0
52630413,Москаленское,2008,86.0
52630422,Степнинское,2008,4.0
52632000,Москаленский муниципальный район,2008,1.0
52632000,Москаленский муниципальный район,2010,10.0
52632000,Москаленский муниципальный район,2011,24.0
52632000,Москаленский муниципальный район,2012,26.0
52632000,Москаленский муниципальный район,2013,47.0
52632000,Москаленский муниципальный район,2014,40.0
52632151,Москаленское,2008,1.0
52632151,Москаленское,2010,10.0
52632151,Москаленское,2011,7.0
52632151,Москаленское,2012,19.0
52632151,Москаленское,2013,41.0
52632151,Москаленское,2014,39.0
52632402,Алексеевское,2011,10.0
52632404,Екатериновское,2012,2.0
52632404,Екатериновское,2013,6.0
52632404,Екатериновское,2014,1.0
52632419,Элитовское,2011,7.0
52632419,Элитовское,2012,5.0
52636000,Называевский муниципальный район,2007,16.0
52636000,Называевский муниципальный район,2008,18.0
52636000,Называевский муниципальный район,2009,18.0
52636000,Называевский муниципальный район,2010,20.0
52636000,Называевский муниципальный район,2011,20.0
52636000,Называевский муниципальный район,2012,12.0
52636000,Называевский муниципальный район,2013,43.0
52636000,Называевский муниципальный район,2014,45.0
52636101,Называевское,2007,16.0
52636101,Называевское,2008,18.0
52636101,Называевское,2009,18.0
52636101,Называевское,2010,10.0
52636101,Называевское,2011,10.0
52636101,Называевское,2012,12.0
52636101,Называевское,2013,12.0
52636101,Называевское,2014,10.0
52636402,Большепесчанское,2010,6.0
52636402,Большепесчанское,2011,5.0
52636402,Большепесчанское,2013,4.0
52636402,Большепесчанское,2014,4.0
52636404,Большесафонинское,2013,3.0
52636404,Большесафонинское,2014,3.0
52636407,Жирновское,2011,1.0
52636407,Жирновское,2014,3.0
52636410,Искровское,2013,4.0
52636410,Искровское,2014,4.0
52636413,Кисляковское,2013,1.0
52636413,Кисляковское,2014,2.0
52636416,Князевское,2013,3.0
52636416,Князевское,2014,2.0
52636419,Лорис-Меликовское,2013,3.0
52636419,Лорис-Меликовское,2014,3.0
52636422,Мангутское,2013,2.0
52636425,Муравьевское,2013,4.0
52636425,Муравьевское,2014,4.0
52636428,Покровское,2010,3.0
52636428,Покровское,2011,3.0
52636431,Утинское,2010,1.0
52636431,Утинское,2013,1.0
52636431,Утинское,2014,4.0
52636434,Черемновское,2011,1.0
52636434,Черемновское,2013,6.0
52636434,Черемновское,2014,6.0
52639000,Нижнеомский муниципальный район,2007,15.0
52639000,Нижнеомский муниципальный район,2008,15.0
52639000,Нижнеомский муниципальный район,2009,10.0
52639000,Нижнеомский муниципальный район,2010,800.0
52639000,Нижнеомский муниципальный район,2011,800.0
52639000,Нижнеомский муниципальный район,2012,800.0
52639000,Нижнеомский муниципальный район,2013,193.0
52639000,Нижнеомский муниципальный район,2014,163.0
52639402,Антоновское,2009,1.0
52639402,Антоновское,2011,27.0
52639402,Антоновское,2012,27.0
52639402,Антоновское,2013,10.0
52639402,Антоновское,2014,9.0
52639406,Глухониколаевское,2010,55.0
52639406,Глухониколаевское,2011,45.0
52639406,Глухониколаевское,2012,45.0
52639406,Глухониколаевское,2013,30.0
52639406,Глухониколаевское,2014,30.0
52639407,Нижнеомское,2007,15.0
52639407,Нижнеомское,2008,15.0
52639407,Нижнеомское,2009,9.0
52639407,Нижнеомское,2010,268.0
52639407,Нижнеомское,2011,251.0
52639407,Нижнеомское,2012,250.0
52639407,Нижнеомское,2013,60.0
52639407,Нижнеомское,2014,52.0
52639410,Новотроицкое,2010,42.0
52639410,Новотроицкое,2011,42.0
52639410,Новотроицкое,2012,42.0
52639413,Паутовское,2010,61.0
52639413,Паутовское,2011,61.0
52639413,Паутовское,2012,62.0
52639413,Паутовское,2013,20.0
52639413,Паутовское,2014,23.0
52639416,Ситниковское,2010,9.0
52639416,Ситниковское,2011,9.0
52639416,Ситниковское,2012,9.0
52639416,Ситниковское,2013,10.0
52639418,Смирновское,2013,33.0
52639418,Смирновское,2014,33.0
52639419,Соловецкое,2010,69.0
52639419,Соловецкое,2011,69.0
52639419,Соловецкое,2012,69.0
52639419,Соловецкое,2013,10.0
52639419,Соловецкое,2014,6.0
52639422,Старомалиновское,2010,88.0
52639422,Старомалиновское,2011,88.0
52639422,Старомалиновское,2012,88.0
52639422,Старомалиновское,2013,10.0
52639422,Старомалиновское,2014,10.0
52639425,Хомутинское,2010,77.0
52639425,Хомутинское,2011,77.0
52639425,Хомутинское,2012,77.0
52639425,Хомутинское,2013,10.0
52639428,Хортицкое,2010,131.0
52639428,Хортицкое,2011,131.0
52639428,Хортицкое,2012,131.0
52641000,Нововаршавский муниципальный район,2010,21.0
52641000,Нововаршавский муниципальный район,2011,134.0
52641000,Нововаршавский муниципальный район,2012,780.0
52641000,Нововаршавский муниципальный район,2013,406.0
52641000,Нововаршавский муниципальный район,2014,333.0
52641151,Нововаршавское,2010,19.0
52641151,Нововаршавское,2011,5.0
52641151,Нововаршавское,2012,46.0
52641151,Нововаршавское,2013,125.0
52641151,Нововаршавское,2014,93.0
52641152,Большегривское,2010,2.0
52641152,Большегривское,2011,2.0
52641152,Большегривское,2012,6.0
52641402,Бобринское,2011,9.0
52641402,Бобринское,2012,79.0
52641404,Ермаковское,2011,24.0
52641404,Ермаковское,2012,84.0
52641404,Ермаковское,2013,26.0
52641404,Ермаковское,2014,26.0
52641407,Зареченское,2011,11.0
52641407,Зареченское,2012,63.0
52641407,Зареченское,2013,47.0
52641407,Зареченское,2014,44.0
52641408,Изумруднинское,2011,8.0
52641408,Изумруднинское,2012,58.0
52641409,Новороссийское,2011,12.0
52641409,Новороссийское,2012,75.0
52641409,Новороссийское,2013,6.0
52641409,Новороссийское,2014,6.0
52641413,Победовское,2011,19.0
52641413,Победовское,2012,59.0
52641413,Победовское,2013,69.0
52641413,Победовское,2014,50.0
52641415,Русановское,2011,11.0
52641415,Русановское,2012,83.0
52641415,Русановское,2013,3.0
52641415,Русановское,2014,3.0
52641416,Славянское,2011,19.0
52641416,Славянское,2012,123.0
52641440,Черлакское,2011,14.0
52641440,Черлакское,2012,104.0
52641440,Черлакское,2013,130.0
52641440,Черлакское,2014,111.0
52642000,Одесский муниципальный район,2007,210.0
52642000,Одесский муниципальный район,2008,140.0
52642000,Одесский муниципальный район,2009,140.0
52642000,Одесский муниципальный район,2012,88.0
52642000,Одесский муниципальный район,2013,102.0
52642000,Одесский муниципальный район,2014,82.0
52642404,Буняковское,2008,3.0
52642404,Буняковское,2009,3.0
52642407,Желанновское,2008,7.0
52642407,Желанновское,2009,7.0
52642410,Лукьяновское казачье,2007,24.0
52642410,Лукьяновское казачье,2008,88.0
52642410,Лукьяновское казачье,2009,88.0
52642410,Лукьяновское казачье,2012,88.0
52642410,Лукьяновское казачье,2013,80.0
52642410,Лукьяновское казачье,2014,60.0
52642413,Одесское,2007,186.0
52642413,Одесское,2008,17.0
52642413,Одесское,2009,17.0
52642413,Одесское,2013,15.0
52642413,Одесское,2014,15.0
52642416,Ореховское,2008,25.0
52642416,Ореховское,2009,25.0
52642416,Ореховское,2013,7.0
52642416,Ореховское,2014,7.0
52643000,Оконешниковский муниципальный район,2010,194.0
52643000,Оконешниковский муниципальный район,2011,140.0
52643000,Оконешниковский муниципальный район,2012,130.0
52643000,Оконешниковский муниципальный район,2013,170.0
52643000,Оконешниковский муниципальный район,2014,124.0
52643151,Оконешниковское,2010,49.0
52643151,Оконешниковское,2011,39.0
52643151,Оконешниковское,2012,19.0
52643151,Оконешниковское,2013,105.0
52643151,Оконешниковское,2014,71.0
52643402,Андреевское,2010,1.0
52643402,Андреевское,2011,1.0
52643404,Золотонивское,2010,7.0
52643407,Красовское,2011,19.0
52643407,Красовское,2012,19.0
52643410,Крестинское,2010,51.0
52643413,Любимовское,2010,86.0
52643413,Любимовское,2011,54.0
52643413,Любимовское,2012,65.0
52643413,Любимовское,2013,65.0
52643413,Любимовское,2014,53.0
52643419,Сергеевское,2011,27.0
52643419,Сергеевское,2012,27.0
52644000,Омский муниципальный район,2008,54.0
52644000,Омский муниципальный район,2009,43.0
52644000,Омский муниципальный район,2010,107.0
52644000,Омский муниципальный район,2011,27.0
52644000,Омский муниципальный район,2012,42.0
52644000,Омский муниципальный район,2013,81.0
52644000,Омский муниципальный район,2014,58.0
52644153,Чернолучинское,2008,13.0
52644153,Чернолучинское,2012,12.0
52644153,Чернолучинское,2013,39.0
52644153,Чернолучинское,2014,39.0
52644407,Богословское,2008,4.0
52644407,Богословское,2009,4.0
52644407,Богословское,2010,4.0
52644407,Богословское,2011,4.0
52644413,Дружинское,2010,63.0
52644421,Ключевское,2011,5.0
52644421,Ключевское,2012,5.0
52644421,Ключевское,2013,5.0
52644428,Лузинское,2008,19.0
52644428,Лузинское,2009,22.0
52644428,Лузинское,2010,23.0
52644434,Новотроицкое,2013,14.0
52644437,Петровское,2008,18.0
52644437,Петровское,2009,17.0
52644437,Петровское,2010,17.0
52644437,Петровское,2011,17.0
52644437,Петровское,2012,21.0
52644437,Петровское,2013,19.0
52644437,Петровское,2014,19.0
52644455,Усть-Заостровское,2011,1.0
52644455,Усть-Заостровское,2012,4.0
52644455,Усть-Заостровское,2013,4.0
52646000,Павлоградский муниципальный район,2010,360.0
