oktmo,name,year,pollutionvol
4659000,Шушенский муниципальный район,2017,1.591
4701000,город Красноярск,2014,694.047
4701000,город Красноярск,2015,696.824
4701000,город Красноярск,2016,669.999
4701000,город Красноярск,2017,628.576
4703000,город Ачинск,2014,3544.184
4703000,город Ачинск,2015,3532.855
4703000,город Ачинск,2016,3714.73
4703000,город Ачинск,2017,3704.684
4706000,город Боготол,2014,2.723
4706000,город Боготол,2015,2.902
4706000,город Боготол,2016,3.185
4706000,город Боготол,2017,3.387
4707000,город Бородино,2014,3.758
4707000,город Бородино,2015,7.755
4707000,город Бородино,2016,6.679
4707000,город Бородино,2017,3.651
4709000,город Дивногорск,2015,0.426
4709000,город Дивногорск,2016,0.446
4709000,город Дивногорск,2017,0.452
4712000,город Енисейск,2015,0.145
4712000,город Енисейск,2016,0.147
4712000,город Енисейск,2017,1.088
4720000,город Канск,2014,19.865
4720000,город Канск,2015,21.757
4720000,город Канск,2016,22.017
4720000,город Канск,2017,20.961
4722000,город Лесосибирск,2014,19.197
4722000,город Лесосибирск,2015,15.857
4722000,город Лесосибирск,2016,16.393
4722000,город Лесосибирск,2017,13.953
4723000,город Минусинск,2014,1.771
4723000,город Минусинск,2015,1.683
4723000,город Минусинск,2016,1.914
4723000,город Минусинск,2017,1.848
4726000,город Назарово,2016,201.859
4726000,город Назарово,2017,218.163
4729000,город Норильск,2016,3256.148
4729000,город Норильск,2017,3320.547
4740000,город Шарыпово,2015,0.285
4740000,город Шарыпово,2016,0.3
4740000,город Шарыпово,2017,0.256
5602000,Анучинский муниципальный район,2014,0.716
5602000,Анучинский муниципальный район,2015,0.568
5602000,Анучинский муниципальный район,2016,0.772
5602000,Анучинский муниципальный район,2017,1.34
5607000,Дальнереченский муниципальный район,2014,0.269
5607000,Дальнереченский муниципальный район,2015,0.313
5607000,Дальнереченский муниципальный район,2016,0.2
5607000,Дальнереченский муниципальный район,2017,0.226
5610000,Кавалеровский муниципальный район,2014,1.279
5610000,Кавалеровский муниципальный район,2015,1.245
5610000,Кавалеровский муниципальный район,2016,1.113
5610000,Кавалеровский муниципальный район,2017,0.842
5612000,Кировский муниципальный район,2014,1.004
5612000,Кировский муниципальный район,2015,1.001
5612000,Кировский муниципальный район,2016,0.984
5612000,Кировский муниципальный район,2017,0.794
5614000,Красноармейский муниципальный район,2014,1.945
5614000,Красноармейский муниципальный район,2015,1.617
5614000,Красноармейский муниципальный район,2016,2.001
5614000,Красноармейский муниципальный район,2017,2.052
5617000,Лазовский муниципальный район,2014,0.657
5617000,Лазовский муниципальный район,2015,0.579
5617000,Лазовский муниципальный район,2016,0.522
5617000,Лазовский муниципальный район,2017,0.53
5620000,Михайловский муниципальный район,2014,3.735
5620000,Михайловский муниципальный район,2015,11.867
5620000,Михайловский муниципальный район,2016,3.9
5620000,Михайловский муниципальный район,2017,3.082
5623000,Надеждинский муниципальный район,2014,1.464
5623000,Надеждинский муниципальный район,2015,5.195
5623000,Надеждинский муниципальный район,2016,5.874
5623000,Надеждинский муниципальный район,2017,2.918
5626000,Октябрьский муниципальный район,2014,5.73
5626000,Октябрьский муниципальный район,2015,4.016
5626000,Октябрьский муниципальный район,2016,4.314
5626000,Октябрьский муниципальный район,2017,2.976
5628000,Ольгинский муниципальный район,2014,0.568
5628000,Ольгинский муниципальный район,2015,0.51
5628000,Ольгинский муниципальный район,2016,0.449
5628000,Ольгинский муниципальный район,2017,0.272
5630000,Партизанский муниципальный район,2014,12.323
5630000,Партизанский муниципальный район,2015,1.005
5630000,Партизанский муниципальный район,2016,1.067
5630000,Партизанский муниципальный район,2017,0.952
5632000,Пограничный муниципальный район,2014,0.53
5632000,Пограничный муниципальный район,2015,0.55
5632000,Пограничный муниципальный район,2016,0.573
5632000,Пограничный муниципальный район,2017,0.75
5634000,Пожарский муниципальный район,2014,1203.731
5634000,Пожарский муниципальный район,2015,1332.133
5634000,Пожарский муниципальный район,2016,1318.358
5634000,Пожарский муниципальный район,2017,1410.069
5637000,Спасский муниципальный район,2014,21.025
5637000,Спасский муниципальный район,2015,24.509
5637000,Спасский муниципальный район,2016,28.402
5637000,Спасский муниципальный район,2017,10.925
5640000,Тернейский муниципальный район,2014,2.88
5640000,Тернейский муниципальный район,2015,2.826
5640000,Тернейский муниципальный район,2016,2.91
5640000,Тернейский муниципальный район,2017,2.941
5646000,Ханкайский муниципальный район,2014,1.229
5646000,Ханкайский муниципальный район,2015,1.223
5646000,Ханкайский муниципальный район,2016,1.408
5646000,Ханкайский муниципальный район,2017,1.308
5648000,Хасанский муниципальный район,2014,5.45
5648000,Хасанский муниципальный район,2015,5.752
5648000,Хасанский муниципальный район,2016,5.384
5648000,Хасанский муниципальный район,2017,5.667
5650000,Хорольский муниципальный район,2014,4.326
5650000,Хорольский муниципальный район,2015,4.095
5650000,Хорольский муниципальный район,2016,4.154
5650000,Хорольский муниципальный район,2017,1.98
5653000,Черниговский муниципальный район,2014,1.522
5653000,Черниговский муниципальный район,2015,1.165
5653000,Черниговский муниципальный район,2016,1.901
5653000,Черниговский муниципальный район,2017,2.373
5655000,Чугуевский муниципальный район,2014,0.988
5655000,Чугуевский муниципальный район,2015,0.8
5655000,Чугуевский муниципальный район,2016,0.899
5655000,Чугуевский муниципальный район,2017,1.007
5657000,Шкотовский муниципальный район,2014,1.709
5657000,Шкотовский муниципальный район,2015,1.612
5657000,Шкотовский муниципальный район,2016,1.51
5657000,Шкотовский муниципальный район,2017,1.718
5659000,Яковлевский муниципальный район,2014,0.365
5659000,Яковлевский муниципальный район,2015,0.406
5659000,Яковлевский муниципальный район,2016,0.487
5659000,Яковлевский муниципальный район,2017,0.858
5700000,Городские округа Приморского края/,2014,771.592
5700000,Городские округа Приморского края/,2015,811.624
5700000,Городские округа Приморского края/,2016,716.042
5700000,Городские округа Приморского края/,2017,678.505
5701000,Владивостокский,2014,51.885
5701000,Владивостокский,2015,68.73
5701000,Владивостокский,2016,61.026
5701000,Владивостокский,2017,53.126
5703000,Арсеньевский,2014,6.777
5703000,Арсеньевский,2015,4.467
5703000,Арсеньевский,2016,4.354
5703000,Арсеньевский,2017,4.727
5705000,Артемовский,2014,517.44
5705000,Артемовский,2015,504.251
5705000,Артемовский,2016,439.551
5705000,Артемовский,2017,328.538
5706000,Большой Камень,2015,5.889
5706000,Большой Камень,2016,6.646
5706000,Большой Камень,2017,7.718
5707000,Дальнегорский,2014,13.672
5707000,Дальнегорский,2015,19.003
5707000,Дальнегорский,2016,22.717
5707000,Дальнегорский,2017,19.84
5708000,Дальнереченский,2014,2.039
5708000,Дальнереченский,2015,1.786
5708000,Дальнереченский,2016,1.554
5708000,Дальнереченский,2017,2.005
5711000,Лесозаводский,2014,2.412
5711000,Лесозаводский,2015,2.717
5711000,Лесозаводский,2016,1.529
5711000,Лесозаводский,2017,2.156
5714000,Находкинский,2014,10.261
5714000,Находкинский,2015,22.37
5714000,Находкинский,2016,27.149
5714000,Находкинский,2017,26.929
5717000,Партизанский,2014,140.255
5717000,Партизанский,2015,162.447
5717000,Партизанский,2016,125.105
5717000,Партизанский,2017,178.385
5720000,Спасск-Дальний,2014,5.13
5720000,Спасск-Дальний,2015,4.749
5720000,Спасск-Дальний,2016,1.616
5720000,Спасск-Дальний,2017,3.123
5723000,Уссурийский,2014,14.548
5723000,Уссурийский,2015,14.258
5723000,Уссурийский,2016,23.867
5723000,Уссурийский,2017,24.334
5747000,ЗАТО Фокино,2017,27.623
7602000,Александровский муниципальный район,2014,0.377
7602000,Александровский муниципальный район,2015,0.306
7602000,Александровский муниципальный район,2016,0.671
7602000,Александровский муниципальный район,2017,1.033
7605000,Апанасенковский муниципальный район,2014,1.14
7605000,Апанасенковский муниципальный район,2015,1.142
7605000,Апанасенковский муниципальный район,2016,1.027
7605000,Апанасенковский муниципальный район,2017,1.061
7607000,Арзгирский муниципальный район,2015,0.101
7607000,Арзгирский муниципальный район,2016,0.111
7610000,Благодарненский муниципальный район,2014,3.384
7610000,Благодарненский муниципальный район,2015,5.254
7610000,Благодарненский муниципальный район,2016,5.358
7610000,Благодарненский муниципальный район,2017,4.452
7612000,Будённовский муниципальный район,2014,7.036
7612000,Будённовский муниципальный район,2015,8.77
7612000,Будённовский муниципальный район,2016,8.791
7612000,Будённовский муниципальный район,2017,8.759
7615000,Георгиевский муниципальный район,2014,7.211
7615000,Георгиевский муниципальный район,2015,2.829
7615000,Георгиевский муниципальный район,2016,2.742
7615000,Георгиевский муниципальный район,2017,2.85
7617000,Грачёвский муниципальный район,2014,0.697
7617000,Грачёвский муниципальный район,2015,0.369
7617000,Грачёвский муниципальный район,2016,0.27
7617000,Грачёвский муниципальный район,2017,0.526
7620000,Изобильненский муниципальный район,2014,16.474
7620000,Изобильненский муниципальный район,2015,13.795
7620000,Изобильненский муниципальный район,2016,20.238
7620000,Изобильненский муниципальный район,2017,16.789
7622000,Ипатовский муниципальный район,2014,0.768
7622000,Ипатовский муниципальный район,2015,1.019
7622000,Ипатовский муниципальный район,2016,1.997
7622000,Ипатовский муниципальный район,2017,2.018
7625000,Кировский муниципальный район,2014,2.856
7625000,Кировский муниципальный район,2015,3.505
7625000,Кировский муниципальный район,2016,3.541
7625000,Кировский муниципальный район,2017,1.76
7628000,Кочубеевский муниципальный район,2014,3.962
7628000,Кочубеевский муниципальный район,2015,3.586
7628000,Кочубеевский муниципальный район,2016,3.855
7628000,Кочубеевский муниципальный район,2017,5.802
7630000,Красногвардейский муниципальный район,2014,1.054
7630000,Красногвардейский муниципальный район,2015,1.271
7630000,Красногвардейский муниципальный район,2016,2.858
7630000,Красногвардейский муниципальный район,2017,4.013
7632000,Андроповский муниципальный район,2014,2.82
7632000,Андроповский муниципальный район,2015,4.126
7632000,Андроповский муниципальный район,2016,3.726
7632000,Андроповский муниципальный район,2017,0.55
7633000,Курский муниципальный район,2014,0.464
7633000,Курский муниципальный район,2015,3.975
7633000,Курский муниципальный район,2016,0.669
7633000,Курский муниципальный район,2017,0.566
7636000,Левокумский муниципальный район,2014,0.261
7636000,Левокумский муниципальный район,2015,0.244
7636000,Левокумский муниципальный район,2016,0.205
7636000,Левокумский муниципальный район,2017,0.525
7639000,Минераловодский муниципальный район,2014,5.637
7639000,Минераловодский муниципальный район,2015,3.355
7641000,Нефтекумский муниципальный район,2014,16.92
7641000,Нефтекумский муниципальный район,2015,20.02
7641000,Нефтекумский муниципальный район,2016,14.235
7641000,Нефтекумский муниципальный район,2017,21.38
7643000,Новоалександровский муниципальный район,2014,1.303
7643000,Новоалександровский муниципальный район,2015,1.174
7643000,Новоалександровский муниципальный район,2016,0.921
7643000,Новоалександровский муниципальный район,2017,1.196
7644000,Новоселицкий муниципальный район,2017,0.112
7646000,Петровский муниципальный район,2014,5.559
7646000,Петровский муниципальный район,2015,5.318
7646000,Петровский муниципальный район,2016,5.023
7646000,Петровский муниципальный район,2017,5.388
7648000,Предгорный муниципальный район,2014,1.019
7648000,Предгорный муниципальный район,2015,1.381
7648000,Предгорный муниципальный район,2016,1.146
7648000,Предгорный муниципальный район,2017,3.357
7650000,Советский муниципальный район,2014,1.233
7650000,Советский муниципальный район,2015,1.236
7650000,Советский муниципальный район,2016,1.571
7650000,Советский муниципальный район,2017,1.498
7652000,Степновский муниципальный район,2017,0.186
7654000,Труновский муниципальный район,2014,1.044
7654000,Труновский муниципальный район,2015,1.193
7654000,Труновский муниципальный район,2016,0.522
7654000,Труновский муниципальный район,2017,0.439
7656000,Туркменский муниципальный район,2016,1.047
7656000,Туркменский муниципальный район,2017,1.046
7658000,Шпаковский муниципальный район,2014,1.691
7658000,Шпаковский муниципальный район,2015,1.275
7658000,Шпаковский муниципальный район,2016,2.021
7658000,Шпаковский муниципальный район,2017,1.679
7700000,Городские округа Ставропольского края/,2014,61.118
7700000,Городские округа Ставропольского края/,2015,60.593
7700000,Городские округа Ставропольского края/,2017,68.231
7701000,город Ставрополь,2014,7.588
7701000,город Ставрополь,2015,6.98
7701000,город Ставрополь,2016,2.304
7701000,город Ставрополь,2017,4.913
7707000,город Георгиевск,2014,1.485
7707000,город Георгиевск,2015,1.364
7707000,город Георгиевск,2016,1.85
7707000,город Георгиевск,2017,3.246
7710000,город-курорт Ессентуки,2014,0.508
7710000,город-курорт Ессентуки,2015,0.51
7710000,город-курорт Ессентуки,2016,0.24
7710000,город-курорт Ессентуки,2017,0.607
7712000,город-курорт Железноводск,2014,0.173
7712000,город-курорт Железноводск,2015,0.168
7712000,город-курорт Железноводск,2016,0.232
7712000,город-курорт Железноводск,2017,0.2
7715000,город-курорт Кисловодск,2014,3.524
7715000,город-курорт Кисловодск,2015,3.543
7715000,город-курорт Кисловодск,2016,3.493
7715000,город-курорт Кисловодск,2017,3.467
7718000,город Лермонтов,2014,0.393
7718000,город Лермонтов,2015,0.364
7718000,город Лермонтов,2016,0.591
7718000,город Лермонтов,2017,0.505
7721000,Минераловодский городской округ (с 2017 года),2016,6.898
7721000,Минераловодский городской округ (с 2017 года),2017,5.243
7724000,город Невинномысск,2014,43.611
7724000,город Невинномысск,2015,43.137
7724000,город Невинномысск,2016,47.279
7724000,город Невинномысск,2017,43.19
7727000,город-курорт Пятигорск,2014,3.836
7727000,город-курорт Пятигорск,2015,4.528
7727000,город-курорт Пятигорск,2016,5.902
7727000,город-курорт Пятигорск,2017,6.859
8603000,Амурский муниципальный район,2014,56.981
8603000,Амурский муниципальный район,2015,62.069
8603000,Амурский муниципальный район,2016,83.703
8603000,Амурский муниципальный район,2017,103.289
8606000,Аяно-Майский муниципальный район,2014,1.032
8606000,Аяно-Майский муниципальный район,2015,1.042
8606000,Аяно-Майский муниципальный район,2016,0.892
8606000,Аяно-Майский муниципальный район,2017,1.139
8609000,Бикинский муниципальный район,2014,2.139
8609000,Бикинский муниципальный район,2015,1.693
8609000,Бикинский муниципальный район,2016,1.722
8609000,Бикинский муниципальный район,2017,2.712
8612000,Ванинский муниципальный район,2014,7.536
8612000,Ванинский муниципальный район,2015,16.213
8612000,Ванинский муниципальный район,2016,13.701
8612000,Ванинский муниципальный район,2017,14.245
8614000,Верхнебуреинский муниципальный район,2014,10.365
8614000,Верхнебуреинский муниципальный район,2015,3.406
8614000,Верхнебуреинский муниципальный район,2016,9.847
8614000,Верхнебуреинский муниципальный район,2017,8.661
8617000,Вяземский муниципальный район,2014,1.598
8617000,Вяземский муниципальный район,2015,1.65
8617000,Вяземский муниципальный район,2016,1.317
8617000,Вяземский муниципальный район,2017,1.506
8620000,Комсомольский муниципальный район,2014,0.822
8620000,Комсомольский муниципальный район,2015,0.646
8620000,Комсомольский муниципальный район,2016,1.13
8620000,Комсомольский муниципальный район,2017,1.773
8624000,Муниципальный район имени Лазо,2014,3.39
8624000,Муниципальный район имени Лазо,2015,3.69
8624000,Муниципальный район имени Лазо,2016,0.956
8624000,Муниципальный район имени Лазо,2017,3.284
8628000,Нанайский муниципальный район,2014,0.459
8628000,Нанайский муниципальный район,2015,0.261
8628000,Нанайский муниципальный район,2016,0.916
8628000,Нанайский муниципальный район,2017,0.18
8631000,Николаевский муниципальный район,2014,3.548
8631000,Николаевский муниципальный район,2015,3.359
8631000,Николаевский муниципальный район,2016,3.46
8631000,Николаевский муниципальный район,2017,3.917
8634000,Охотский муниципальный район,2014,4.311
8634000,Охотский муниципальный район,2015,3.607
8634000,Охотский муниципальный район,2016,3.39
8634000,Охотский муниципальный район,2017,4.362
8637000,Муниципальный район имени Полины Осипенко,2014,0.203
8637000,Муниципальный район имени Полины Осипенко,2016,0.055
8642000,Советско-Гаванский муниципальный район,2014,5.422
8642000,Советско-Гаванский муниципальный район,2015,15.48
8642000,Советско-Гаванский муниципальный район,2016,18.998
8642000,Советско-Гаванский муниципальный район,2017,65.551
8644000,Солнечный муниципальный район,2014,1.388
8644000,Солнечный муниципальный район,2015,1.312
8644000,Солнечный муниципальный район,2016,1.317
8644000,Солнечный муниципальный район,2017,2.428
8646000,Тугуро-Чумиканский муниципальный район,2014,0.66
8646000,Тугуро-Чумиканский муниципальный район,2015,0.166
8646000,Тугуро-Чумиканский муниципальный район,2016,0.498
8646000,Тугуро-Чумиканский муниципальный район,2017,0.503
8650000,Ульчский муниципальный район,2014,3.086
8650000,Ульчский муниципальный район,2015,6.946
8650000,Ульчский муниципальный район,2016,4.305
8650000,Ульчский муниципальный район,2017,5.974
8655000,Хабаровский муниципальный район,2014,4.727
8655000,Хабаровский муниципальный район,2015,5.747
8655000,Хабаровский муниципальный район,2016,5.412
8655000,Хабаровский муниципальный район,2017,9.63
8701000,город Хабаровск,2014,334.364
8701000,город Хабаровск,2015,345.326
8701000,город Хабаровск,2016,432.951
8701000,город Хабаровск,2017,321.697
8709000,город Комсомольск-на-Амуре,2014,89.314
8709000,город Комсомольск-на-Амуре,2015,120.501
8709000,город Комсомольск-на-Амуре,2016,79.336
8709000,город Комсомольск-на-Амуре,2017,82.612
10605000,Архаринский муниципальный район,2014,1.304
10605000,Архаринский муниципальный район,2015,1.624
10605000,Архаринский муниципальный район,2016,1.668
10605000,Архаринский муниципальный район,2017,1.531
10608000,Белогорский муниципальный район,2014,3.229
10608000,Белогорский муниципальный район,2015,2.189
10608000,Белогорский муниципальный район,2016,1.346
10608000,Белогорский муниципальный район,2017,1.781
10611000,Благовещенский муниципальный район,2014,1.095
10611000,Благовещенский муниципальный район,2015,2.146
10611000,Благовещенский муниципальный район,2016,2.399
10611000,Благовещенский муниципальный район,2017,2.217
10615000,Бурейский муниципальный район,2014,4.008
10615000,Бурейский муниципальный район,2015,4.938
10615000,Бурейский муниципальный район,2016,4.498
10615000,Бурейский муниципальный район,2017,1.94
10621000,Завитинский муниципальный район,2014,0.818
10621000,Завитинский муниципальный район,2015,0.695
10621000,Завитинский муниципальный район,2016,0.211
10621000,Завитинский муниципальный район,2017,0.283
10625000,Зейский муниципальный район,2014,2.479
10625000,Зейский муниципальный район,2015,1.71
10625000,Зейский муниципальный район,2016,1.779
10625000,Зейский муниципальный район,2017,0.438
10628000,Ивановский муниципальный район,2014,4.344
10628000,Ивановский муниципальный район,2015,3.427
10628000,Ивановский муниципальный район,2016,2.258
10628000,Ивановский муниципальный район,2017,2.556
10630000,Константиновский муниципальный район,2014,1.194
10630000,Константиновский муниципальный район,2015,1.189
10630000,Константиновский муниципальный район,2016,0.864
10630000,Константиновский муниципальный район,2017,1.098
10631000,Магдагачинский муниципальный район,2014,4.269
10631000,Магдагачинский муниципальный район,2015,6.814
10631000,Магдагачинский муниципальный район,2016,7.941
10631000,Магдагачинский муниципальный район,2017,8.296
10632000,Мазановский муниципальный район,2014,0.35
10632000,Мазановский муниципальный район,2015,0.313
10632000,Мазановский муниципальный район,2016,0.49
10632000,Мазановский муниципальный район,2017,0.73
10635000,Михайловский муниципальный район,2014,1.643
10635000,Михайловский муниципальный район,2015,0.787
10635000,Михайловский муниципальный район,2016,0.695
10635000,Михайловский муниципальный район,2017,0.578
10638000,Октябрьский муниципальный район,2014,1.948
10638000,Октябрьский муниципальный район,2015,0.502
10638000,Октябрьский муниципальный район,2016,1.564
10638000,Октябрьский муниципальный район,2017,2.143
10640000,Ромненский муниципальный район,2014,0.538
10640000,Ромненский муниципальный район,2017,0.407
10642000,Свободненский муниципальный район,2014,1.401
10642000,Свободненский муниципальный район,2015,1.562
10642000,Свободненский муниципальный район,2016,2.183
10642000,Свободненский муниципальный район,2017,6.457
10645000,Селемджинский муниципальный район,2014,2.792
10645000,Селемджинский муниципальный район,2015,7.321
10645000,Селемджинский муниципальный район,2016,5.4
10645000,Селемджинский муниципальный район,2017,5.431
10647000,Серышевский муниципальный район,2014,3.242
10647000,Серышевский муниципальный район,2015,1.023
10647000,Серышевский муниципальный район,2016,1.273
10647000,Серышевский муниципальный район,2017,2.52
10649000,Сковородинский муниципальный район,2014,3.861
10649000,Сковородинский муниципальный район,2015,14.849
10649000,Сковородинский муниципальный район,2016,6.441
10649000,Сковородинский муниципальный район,2017,3.177
10651000,Тамбовский муниципальный район,2014,2.819
10651000,Тамбовский муниципальный район,2015,2.476
10651000,Тамбовский муниципальный район,2016,2.819
10651000,Тамбовский муниципальный район,2017,3.134
10654000,Тындинский муниципальный район,2014,18.066
10654000,Тындинский муниципальный район,2015,18.409
10654000,Тындинский муниципальный район,2016,23.68
10654000,Тындинский муниципальный район,2017,7.815
10655000,Шимановский муниципальный район,2014,0.781
10655000,Шимановский муниципальный район,2015,0.76
10655000,Шимановский муниципальный район,2016,1.244
10655000,Шимановский муниципальный район,2017,1.45
10701000,город Благовещенск,2014,295.16
10701000,город Благовещенск,2015,293.57
10701000,город Благовещенск,2016,343.542
10701000,город Благовещенск,2017,304.015
10710000,город Белогорск,2014,14.716
10710000,город Белогорск,2015,12.558
10710000,город Белогорск,2016,12.593
10710000,город Белогорск,2017,7.415
10712000,город Зея,2014,2.192
10712000,город Зея,2015,1.837
10712000,город Зея,2016,1.876
10712000,город Зея,2017,2.002
10720000,город Райчихинск,2014,6.942
10720000,город Райчихинск,2015,5.967
10720000,город Райчихинск,2016,6.149
10720000,город Райчихинск,2017,5.871
10730000,город Свободный,2014,6.494
10730000,город Свободный,2015,12.522
10730000,город Свободный,2016,12.572
10730000,город Свободный,2017,10.312
10732000,город Тында,2014,24.869
10732000,город Тында,2015,21.936
10732000,город Тында,2016,21.959
10732000,город Тында,2017,21.593
10740000,город Шимановск,2014,1.859
10740000,город Шимановск,2015,1.521
10740000,город Шимановск,2016,3.478
10740000,город Шимановск,2017,3.487
10775000,рабочий поселок (поселок городского типа) Прогресс,2014,40.224
10775000,рабочий поселок (поселок городского типа) Прогресс,2015,53.442
10775000,рабочий поселок (поселок городского типа) Прогресс,2016,48.712
10775000,рабочий поселок (поселок городского типа) Прогресс,2017,54.748
11605000,Вельский муниципальный район,2014,2.04
11605000,Вельский муниципальный район,2015,1.313
11605000,Вельский муниципальный район,2016,3.898
11605000,Вельский муниципальный район,2017,7.119
11608000,Верхнетоемский муниципальный район,2014,0.473
11608000,Верхнетоемский муниципальный район,2015,0.324
11608000,Верхнетоемский муниципальный район,2016,0.279
11608000,Верхнетоемский муниципальный район,2017,0.305
11611000,Вилегодский муниципальный район,2014,0.202
11611000,Вилегодский муниципальный район,2015,0.242
11611000,Вилегодский муниципальный район,2016,0.307
11611000,Вилегодский муниципальный район,2017,0.293
11614000,Виноградовский муниципальный район,2014,1.343
11614000,Виноградовский муниципальный район,2015,0.593
11614000,Виноградовский муниципальный район,2016,0.657
11614000,Виноградовский муниципальный район,2017,0.477
11618000,Каргопольский муниципальный район,2014,0.611
11618000,Каргопольский муниципальный район,2015,0.62
11618000,Каргопольский муниципальный район,2016,0.647
11618000,Каргопольский муниципальный район,2017,0.779
11622000,Коношский муниципальный район,2014,1.224
11622000,Коношский муниципальный район,2015,0.872
11622000,Коношский муниципальный район,2016,0.971
11622000,Коношский муниципальный район,2017,1.349
11627000,Котласский муниципальный район,2014,37.243
11627000,Котласский муниципальный район,2015,12.843
11627000,Котласский муниципальный район,2016,16.398
11627000,Котласский муниципальный район,2017,16.693
11630000,Красноборский муниципальный район,2014,0.352
11630000,Красноборский муниципальный район,2015,0.255
11630000,Красноборский муниципальный район,2016,0.309
11630000,Красноборский муниципальный район,2017,0.405
11635000,Ленский муниципальный район,2014,23.964
11635000,Ленский муниципальный район,2015,24.443
11635000,Ленский муниципальный район,2016,16.504
11635000,Ленский муниципальный район,2017,6.883
11638000,Лешуконский муниципальный район,2014,1.071
11638000,Лешуконский муниципальный район,2015,1.047
11638000,Лешуконский муниципальный район,2017,1.042
11642000,Мезенский муниципальный район,2014,1.501
11642000,Мезенский муниципальный район,2015,1.17
11642000,Мезенский муниципальный район,2016,1.379
11642000,Мезенский муниципальный район,2017,1.322
11644000,Няндомский муниципальный район,2014,6.809
11644000,Няндомский муниципальный район,2015,5.495
11644000,Няндомский муниципальный район,2016,6.653
11644000,Няндомский муниципальный район,2017,3.491
11646000,Онежский муниципальный район,2014,3.881
11646000,Онежский муниципальный район,2015,3.472
11646000,Онежский муниципальный район,2016,3.674
11646000,Онежский муниципальный район,2017,3.22
11648000,Пинежский муниципальный район,2014,2.113
11648000,Пинежский муниципальный район,2015,2.442
11648000,Пинежский муниципальный район,2016,2.189
11648000,Пинежский муниципальный район,2017,2.38
11650000,Плесецкий муниципальный район,2014,25.534
11650000,Плесецкий муниципальный район,2015,2.956
11650000,Плесецкий муниципальный район,2016,3.13
11650000,Плесецкий муниципальный район,2017,2.539
11652000,Приморский муниципальный район,2014,8.59
11652000,Приморский муниципальный район,2015,8.77
11652000,Приморский муниципальный район,2016,4.393
11652000,Приморский муниципальный район,2017,12.367
11654000,Устьянский муниципальный район,2014,2.298
11654000,Устьянский муниципальный район,2015,1.907
11654000,Устьянский муниципальный район,2016,2.197
11654000,Устьянский муниципальный район,2017,1.974
11656000,Холмогорский муниципальный район,2014,2.463
11656000,Холмогорский муниципальный район,2015,1.884
11656000,Холмогорский муниципальный район,2016,1.405
11656000,Холмогорский муниципальный район,2017,1.888
11658000,Шенкурский муниципальный район,2014,2.734
11658000,Шенкурский муниципальный район,2015,0.964
11658000,Шенкурский муниципальный район,2016,1.097
11658000,Шенкурский муниципальный район,2017,0.848
11701000,город Архангельск,2014,13.025
11701000,город Архангельск,2015,27.125
11701000,город Архангельск,2016,38.093
11701000,город Архангельск,2017,35.852
11708000,город Коряжма,2015,57.724
11710000,Котлас,2014,1.944
11710000,Котлас,2015,16.372
11710000,Котлас,2016,18.191
11710000,Котлас,2017,12.436
11715000,город Новодвинск,2015,258.188
11730000,Северодвинск,2014,168.467
11730000,Северодвинск,2015,168.195
11730000,Северодвинск,2016,162.048
11730000,Северодвинск,2017,167.531
11811000,Муниципальный район Заполярный район,2014,61.534
11811000,Муниципальный район Заполярный район,2015,43.996
11811000,Муниципальный район Заполярный район,2016,73.452
11811000,Муниципальный район Заполярный район,2017,87.695
11851000,город Нарьян-Мар,2014,24.251
11851000,город Нарьян-Мар,2015,57.59
11851000,город Нарьян-Мар,2016,13.471
11851000,город Нарьян-Мар,2017,12.322
12605000,Ахтубинский муниципальный район,2014,1.449
12605000,Ахтубинский муниципальный район,2015,1.3
12605000,Ахтубинский муниципальный район,2016,0.96
12605000,Ахтубинский муниципальный район,2017,4.14
12615000,Енотаевский муниципальный район,2016,0.031
12615000,Енотаевский муниципальный район,2017,0.047
12620000,Икрянинский муниципальный район,2014,1.257
12620000,Икрянинский муниципальный район,2015,0.7
12620000,Икрянинский муниципальный район,2016,0.353
12620000,Икрянинский муниципальный район,2017,0.463
12625000,Камызякский муниципальный район,2014,0.175
12625000,Камызякский муниципальный район,2015,0.252
12625000,Камызякский муниципальный район,2016,0.63
12625000,Камызякский муниципальный район,2017,0.938
12630000,Красноярский муниципальный район,2014,2.852
12630000,Красноярский муниципальный район,2015,2.774
12630000,Красноярский муниципальный район,2016,2.948
12630000,Красноярский муниципальный район,2017,4.398
12635000,Лиманский муниципальный район,2014,0.838
12635000,Лиманский муниципальный район,2015,0.462
12635000,Лиманский муниципальный район,2016,7.838
12635000,Лиманский муниципальный район,2017,2.365
12640000,Наримановский муниципальный район,2014,6.551
12640000,Наримановский муниципальный район,2015,6.952
