oktmo,name,year,pollutionvol
52623000,Кормиловский муниципальный район,2017,1.493
52626000,Крутинский муниципальный район,2014,0.159
52626000,Крутинский муниципальный район,2015,0.155
52626000,Крутинский муниципальный район,2016,0.156
52626000,Крутинский муниципальный район,2017,0.191
52629000,Любинский муниципальный район,2014,1.508
52629000,Любинский муниципальный район,2015,1.475
52629000,Любинский муниципальный район,2016,1.516
52629000,Любинский муниципальный район,2017,1.136
52630000,Марьяновский муниципальный район,2014,0.939
52630000,Марьяновский муниципальный район,2015,2.082
52630000,Марьяновский муниципальный район,2016,2.032
52630000,Марьяновский муниципальный район,2017,0.891
52632000,Москаленский муниципальный район,2014,1.02
52632000,Москаленский муниципальный район,2015,1.091
52632000,Москаленский муниципальный район,2016,1.075
52632000,Москаленский муниципальный район,2017,0.936
52634000,Муромцевский муниципальный район,2014,1.541
52634000,Муромцевский муниципальный район,2015,1.771
52634000,Муромцевский муниципальный район,2016,1.47
52634000,Муромцевский муниципальный район,2017,1.274
52636000,Называевский муниципальный район,2014,1.282
52636000,Называевский муниципальный район,2015,1.142
52636000,Называевский муниципальный район,2016,1.204
52636000,Называевский муниципальный район,2017,0.898
52639000,Нижнеомский муниципальный район,2014,0.403
