oktmo,name,year,hospitalcap
71626428,Карасульское,2013,8.0
71626436,Ларихинское,2008,8.0
71626436,Ларихинское,2009,8.0
71626436,Ларихинское,2010,8.0
71626436,Ларихинское,2011,8.0
71626436,Ларихинское,2012,7.0
71626436,Ларихинское,2013,7.0
71630000,Казанский муниципальный район,2008,120.0
71630000,Казанский муниципальный район,2009,131.0
71630000,Казанский муниципальный район,2010,123.0
71630000,Казанский муниципальный район,2011,123.0
71630000,Казанский муниципальный район,2012,123.0
71630000,Казанский муниципальный район,2013,123.0
71630430,Ильинское,2009,7.0
71630430,Ильинское,2010,7.0
71630430,Ильинское,2011,7.0
71630432,Казанское,2008,120.0
71630432,Казанское,2009,131.0
71630432,Казанское,2010,116.0
71630432,Казанское,2011,116.0
71630432,Казанское,2012,123.0
71630432,Казанское,2013,123.0
71630450,Челюскинское,2009,4.0
71632000,Нижнетавдинский муниципальный район,2008,202.0
71632000,Нижнетавдинский муниципальный район,2009,202.0
71632000,Нижнетавдинский муниципальный район,2010,189.0
71632000,Нижнетавдинский муниципальный район,2011,189.0
71632000,Нижнетавдинский муниципальный район,2012,189.0
71632000,Нижнетавдинский муниципальный район,2013,209.0
71632416,Бухтальское,2011,8.0
71632416,Бухтальское,2012,8.0
71632416,Бухтальское,2013,8.0
71632420,Велижанское,2011,12.0
71632420,Велижанское,2012,12.0
71632420,Велижанское,2013,12.0
71632450,Нижнетавдинское,2008,92.0
71632450,Нижнетавдинское,2009,92.0
71632450,Нижнетавдинское,2010,92.0
71632450,Нижнетавдинское,2011,99.0
71632450,Нижнетавдинское,2012,99.0
71632450,Нижнетавдинское,2013,99.0
71632452,Новоникольское,2008,83.0
71632452,Новоникольское,2009,83.0
71632452,Новоникольское,2010,70.0
71632452,Новоникольское,2011,70.0
71632452,Новоникольское,2012,70.0
71632452,Новоникольское,2013,90.0
71634000,Омутинский муниципальный район,2008,116.0
71634000,Омутинский муниципальный район,2009,116.0
71634000,Омутинский муниципальный район,2010,116.0
71634000,Омутинский муниципальный район,2011,116.0
71634000,Омутинский муниципальный район,2012,116.0
71634000,Омутинский муниципальный район,2013,116.0
71634448,Омутинское,2008,116.0
71634448,Омутинское,2009,116.0
71634448,Омутинское,2010,116.0
71634448,Омутинское,2011,116.0
71634448,Омутинское,2012,116.0
71634448,Омутинское,2013,116.0
71636000,Сладковский муниципальный район,2008,150.0
71636000,Сладковский муниципальный район,2009,220.0
71636000,Сладковский муниципальный район,2010,182.0
71636000,Сладковский муниципальный район,2011,188.0
71636000,Сладковский муниципальный район,2012,188.0
71636000,Сладковский муниципальный район,2013,94.0
71636420,Маслянское,2008,25.0
71636420,Маслянское,2009,30.0
71636420,Маслянское,2010,30.0
71636420,Маслянское,2011,30.0
71636420,Маслянское,2012,30.0
71636420,Маслянское,2013,15.0
71636425,Менжинское,2008,5.0
71636445,Сладковское,2008,110.0
71636445,Сладковское,2009,170.0
71636445,Сладковское,2010,152.0
71636445,Сладковское,2011,158.0
71636445,Сладковское,2012,158.0
71636445,Сладковское,2013,79.0
71636455,Усовское,2008,10.0
71636455,Усовское,2009,20.0
71638000,Сорокинский муниципальный район,2008,67.0
71638000,Сорокинский муниципальный район,2009,67.0
71638000,Сорокинский муниципальный район,2010,67.0
71638000,Сорокинский муниципальный район,2011,67.0
71638000,Сорокинский муниципальный район,2012,67.0
71638000,Сорокинский муниципальный район,2013,67.0
71638490,Сорокинское,2008,67.0
71638490,Сорокинское,2009,67.0
71638490,Сорокинское,2010,67.0
71638490,Сорокинское,2011,67.0
71638490,Сорокинское,2012,67.0
71638490,Сорокинское,2013,67.0
71642000,Тобольский муниципальный район,2008,46.0
71642000,Тобольский муниципальный район,2009,32.0
71642000,Тобольский муниципальный район,2010,45.0
71642000,Тобольский муниципальный район,2011,43.0
71642000,Тобольский муниципальный район,2012,44.0
71642000,Тобольский муниципальный район,2013,608.0
71642405,Абалакское,2008,12.0
71642405,Абалакское,2009,6.0
71642405,Абалакское,2010,10.0
71642405,Абалакское,2011,10.0
71642405,Абалакское,2012,6.0
71642405,Абалакское,2013,6.0
71642410,Байкаловское,2008,14.0
71642410,Байкаловское,2009,6.0
71642410,Байкаловское,2010,15.0
71642410,Байкаловское,2011,13.0
71642410,Байкаловское,2012,23.0
71642410,Байкаловское,2013,12.0
71642430,Ворогушинское,2008,10.0
71642430,Ворогушинское,2009,10.0
71642430,Ворогушинское,2010,10.0
71642430,Ворогушинское,2011,10.0
71642430,Ворогушинское,2012,10.0
71642430,Ворогушинское,2013,10.0
71642465,Надцынское,2008,5.0
71642465,Надцынское,2009,5.0
71642465,Надцынское,2010,5.0
71642465,Надцынское,2011,5.0
71642465,Надцынское,2012,5.0
71642465,Надцынское,2013,5.0
71642470,Овсянниковское,2008,5.0
71642470,Овсянниковское,2009,5.0
71642470,Овсянниковское,2010,5.0
71642470,Овсянниковское,2011,5.0
71642485,Ушаровское,2013,0.0
71644000,Тюменский муниципальный район,2008,162.0
71644000,Тюменский муниципальный район,2009,324.0
71644000,Тюменский муниципальный район,2010,162.0
71644000,Тюменский муниципальный район,2011,162.0
71644000,Тюменский муниципальный район,2012,191.0
71644000,Тюменский муниципальный район,2013,191.0
71644412,поселок Боровский,2008,55.0
71644412,поселок Боровский,2009,110.0
71644412,поселок Боровский,2010,55.0
71644412,поселок Боровский,2011,55.0
71644412,поселок Боровский,2012,72.0
71644412,поселок Боровский,2013,72.0
71644415,Борковское,2008,20.0
71644415,Борковское,2009,20.0
71644415,Борковское,2010,20.0
71644415,Борковское,2011,20.0
71644415,Борковское,2012,20.0
71644415,Борковское,2013,20.0
71644416,Винзилинское,2008,37.0
71644416,Винзилинское,2009,37.0
71644416,Винзилинское,2010,37.0
71644416,Винзилинское,2011,37.0
71644416,Винзилинское,2012,52.0
71644416,Винзилинское,2013,52.0
71644456,Новотарманское,2008,45.0
71644456,Новотарманское,2009,60.0
71644456,Новотарманское,2010,30.0
71644456,Новотарманское,2011,30.0
71644456,Новотарманское,2012,27.0
71644456,Новотарманское,2013,27.0
71644475,Успенское,2008,25.0
71644475,Успенское,2009,20.0
71644475,Успенское,2010,20.0
71644475,Успенское,2011,20.0
71644475,Успенское,2012,20.0
71644475,Успенское,2013,20.0
71648000,Уватский муниципальный район,2008,177.0
71648000,Уватский муниципальный район,2009,159.0
71648000,Уватский муниципальный район,2010,142.0
71648000,Уватский муниципальный район,2011,142.0
71648000,Уватский муниципальный район,2012,145.0
71648000,Уватский муниципальный район,2013,84.0
71648415,Демьянское,2008,10.0
71648415,Демьянское,2013,0.0
71648445,Туртасское,2008,25.0
71648445,Туртасское,2009,25.0
71648445,Туртасское,2010,24.0
71648445,Туртасское,2011,24.0
71648445,Туртасское,2012,23.0
71648445,Туртасское,2013,23.0
71648450,Уватское,2008,142.0
71648450,Уватское,2009,134.0
71648450,Уватское,2010,118.0
71648450,Уватское,2011,118.0
71648450,Уватское,2012,122.0
71648450,Уватское,2013,61.0
71650000,Упоровский муниципальный район,2008,125.0
71650000,Упоровский муниципальный район,2009,125.0
71650000,Упоровский муниципальный район,2010,117.0
71650000,Упоровский муниципальный район,2011,117.0
71650000,Упоровский муниципальный район,2012,117.0
71650000,Упоровский муниципальный район,2013,117.0
71650420,Емуртлинское,2008,20.0
71650420,Емуртлинское,2009,20.0
71650420,Емуртлинское,2010,15.0
71650420,Емуртлинское,2011,15.0
71650420,Емуртлинское,2012,15.0
71650420,Емуртлинское,2013,15.0
71650465,Упоровское,2008,105.0
71650465,Упоровское,2009,105.0
71650465,Упоровское,2010,102.0
71650465,Упоровское,2011,102.0
71650465,Упоровское,2012,102.0
71650465,Упоровское,2013,102.0
71653000,Юргинский муниципальный район,2008,89.0
71653000,Юргинский муниципальный район,2009,171.0
71653000,Юргинский муниципальный район,2010,150.0
71653000,Юргинский муниципальный район,2011,73.0
71653000,Юргинский муниципальный район,2012,73.0
71653000,Юргинский муниципальный район,2013,73.0
71653465,Юргинское,2008,178.0
71653465,Юргинское,2009,171.0
71653465,Юргинское,2010,150.0
71653465,Юргинское,2011,73.0
71653465,Юргинское,2012,73.0
71653465,Юргинское,2013,73.0
71658000,Ярковский муниципальный район,2008,128.0
71658000,Ярковский муниципальный район,2009,129.0
71658000,Ярковский муниципальный район,2010,117.0
71658000,Ярковский муниципальный район,2011,117.0
71658000,Ярковский муниципальный район,2012,114.0
71658000,Ярковский муниципальный район,2013,114.0
71658445,Покровское,2009,1.0
71658470,Ярковское,2008,128.0
71658470,Ярковское,2009,127.0
71658470,Ярковское,2010,117.0
71658470,Ярковское,2011,117.0
71658470,Ярковское,2012,114.0
71658470,Ярковское,2013,114.0
71701000,город Тюмень,2008,5600.0
71701000,город Тюмень,2009,5653.0
71701000,город Тюмень,2010,5333.0
71701000,город Тюмень,2011,5707.0
71701000,город Тюмень,2012,5058.0
71701000,город Тюмень,2013,5940.0
71703000,Заводоуковский,2008,1040.0
71703000,Заводоуковский,2009,1042.0
71703000,Заводоуковский,2010,1009.0
71703000,Заводоуковский,2011,2038.0
71703000,Заводоуковский,2012,2038.0
71703000,Заводоуковский,2013,2058.0
71705000,город Ишим,2008,576.0
71705000,город Ишим,2009,592.0
71705000,город Ишим,2010,592.0
71705000,город Ишим,2011,613.0
71705000,город Ишим,2012,606.0
71705000,город Ишим,2013,606.0
71710000,город Тобольск,2008,996.0
71710000,город Тобольск,2009,972.0
71710000,город Тобольск,2010,694.0
71710000,город Тобольск,2011,637.0
71710000,город Тобольск,2012,645.0
71710000,город Тобольск,2013,645.0
71715000,город Ялуторовск,2008,260.0
71715000,город Ялуторовск,2009,250.0
71715000,город Ялуторовск,2010,225.0
71715000,город Ялуторовск,2011,229.0
71715000,город Ялуторовск,2012,229.0
71715000,город Ялуторовск,2013,229.0
71811000,Белоярский муниципальный район,2008,524.0
71811000,Белоярский муниципальный район,2009,470.0
71811000,Белоярский муниципальный район,2010,460.0
71811000,Белоярский муниципальный район,2011,460.0
71811000,Белоярский муниципальный район,2012,230.0
71811000,Белоярский муниципальный район,2013,230.0
71811151,Белоярский,2008,454.0
71811410,Казым,2008,40.0
71811410,Казым,2009,30.0
71811410,Казым,2010,30.0
71811410,Казым,2011,30.0
71811410,Казым,2012,13.0
71811410,Казым,2013,13.0
71811415,Полноват,2008,30.0
71811415,Полноват,2009,30.0
71811415,Полноват,2010,30.0
71811415,Полноват,2011,30.0
71811415,Полноват,2012,15.0
71811415,Полноват,2013,15.0
71812000,Березовский муниципальный район,2008,648.0
71812000,Березовский муниципальный район,2009,534.0
71812000,Березовский муниципальный район,2010,498.0
71812000,Березовский муниципальный район,2011,504.0
71812000,Березовский муниципальный район,2012,294.0
71812000,Березовский муниципальный район,2013,298.0
71812151,Березово,2008,262.0
71812151,Березово,2009,262.0
71812151,Березово,2010,242.0
71812151,Березово,2011,246.0
71812151,Березово,2012,168.0
71812151,Березово,2013,168.0
71812154,Игрим,2008,310.0
71812154,Игрим,2009,212.0
71812154,Игрим,2010,194.0
71812154,Игрим,2011,194.0
71812154,Игрим,2012,97.0
71812154,Игрим,2013,100.0
71812418,Приполярный,2008,14.0
71812418,Приполярный,2009,6.0
71812418,Приполярный,2010,6.0
71812418,Приполярный,2011,6.0
71812418,Приполярный,2012,3.0
71812418,Приполярный,2013,7.0
71812420,Саранпауль,2008,60.0
71812420,Саранпауль,2009,36.0
71812420,Саранпауль,2010,36.0
71812420,Саранпауль,2011,36.0
71812420,Саранпауль,2012,18.0
71812420,Саранпауль,2013,18.0
71812424,Светлый,2008,10.0
71812424,Светлый,2009,6.0
71812424,Светлый,2010,6.0
71812424,Светлый,2011,6.0
71812424,Светлый,2012,3.0
71812437,Хулимсунт,2008,34.0
71812437,Хулимсунт,2009,12.0
71812437,Хулимсунт,2010,14.0
71812437,Хулимсунт,2011,16.0
71812437,Хулимсунт,2012,5.0
71812437,Хулимсунт,2013,5.0
71816000,Кондинский муниципальный район,2008,634.0
71816000,Кондинский муниципальный район,2009,544.0
71816000,Кондинский муниципальный район,2010,544.0
71816000,Кондинский муниципальный район,2011,540.0
71816000,Кондинский муниципальный район,2012,200.0
71816000,Кондинский муниципальный район,2013,208.0
71816151,Кондинское,2008,84.0
71816151,Кондинское,2009,60.0
71816151,Кондинское,2010,60.0
71816151,Кондинское,2011,60.0
71816151,Кондинское,2012,10.0
71816151,Кондинское,2013,12.0
71816154,Куминский,2008,44.0
71816154,Куминский,2009,40.0
71816154,Куминский,2010,40.0
71816154,Куминский,2011,40.0
71816154,Куминский,2012,8.0
71816157,Луговой,2008,32.0
71816157,Луговой,2009,32.0
71816157,Луговой,2010,32.0
71816157,Луговой,2011,32.0
71816157,Луговой,2012,7.0
71816160,Междуреченский,2008,420.0
71816160,Междуреченский,2009,336.0
71816160,Междуреченский,2010,336.0
71816160,Междуреченский,2011,324.0
71816160,Междуреченский,2012,160.0
71816160,Междуреченский,2013,186.0
71816163,Мортка,2008,40.0
71816163,Мортка,2009,40.0
71816163,Мортка,2010,40.0
71816163,Мортка,2011,52.0
71816163,Мортка,2012,5.0
71816408,Болчары,2008,40.0
71816408,Болчары,2009,36.0
71816408,Болчары,2010,36.0
71816408,Болчары,2011,32.0
71816408,Болчары,2012,10.0
71816408,Болчары,2013,10.0
71816416,Леуши,2009,2.0
71816420,Половинка,2008,28.0
71818000,Нефтеюганский муниципальный район,2008,460.0
71818000,Нефтеюганский муниципальный район,2009,460.0
71818000,Нефтеюганский муниципальный район,2010,820.0
71818000,Нефтеюганский муниципальный район,2011,820.0
71818000,Нефтеюганский муниципальный район,2012,400.0
71818000,Нефтеюганский муниципальный район,2013,380.0
71818157,Пойковский,2008,330.0
71818157,Пойковский,2009,330.0
71818157,Пойковский,2010,660.0
71818157,Пойковский,2011,660.0
71818157,Пойковский,2012,320.0
71818157,Пойковский,2013,380.0
71818403,Лемпино,2009,50.0
71818405,Салым,2008,80.0
71818405,Салым,2009,80.0
71818405,Салым,2010,80.0
71818405,Салым,2011,160.0
71818405,Салым,2012,80.0
71819000,Нижневартовский муниципальный район,2008,430.0
71819000,Нижневартовский муниципальный район,2009,380.0
71819000,Нижневартовский муниципальный район,2010,368.0
71819000,Нижневартовский муниципальный район,2011,364.0
71819000,Нижневартовский муниципальный район,2012,180.0
71819000,Нижневартовский муниципальный район,2013,182.0
71819153,Излучинск,2008,156.0
71819153,Излучинск,2009,156.0
71819153,Излучинск,2010,156.0
71819153,Излучинск,2011,156.0
71819153,Излучинск,2012,80.0
71819153,Излучинск,2013,81.0
71819156,Новоаганск,2008,172.0
71819156,Новоаганск,2009,172.0
71819156,Новоаганск,2010,166.0
71819156,Новоаганск,2011,162.0
71819156,Новоаганск,2012,80.0
71819156,Новоаганск,2013,81.0
71819420,Ларьяк,2008,46.0
71819420,Ларьяк,2009,36.0
71819420,Ларьяк,2010,32.0
71819420,Ларьяк,2011,32.0
71819420,Ларьяк,2012,13.0
71819420,Ларьяк,2013,13.0
71819427,Покур,2008,22.0
71819427,Покур,2009,16.0
71819427,Покур,2010,14.0
71819427,Покур,2011,14.0
71819427,Покур,2012,7.0
71819427,Покур,2013,7.0
71821000,Октябрьский муниципальный район,2008,1324.0
71821000,Октябрьский муниципальный район,2009,848.0
71821000,Октябрьский муниципальный район,2010,1300.0
71821000,Октябрьский муниципальный район,2011,650.0
71821000,Октябрьский муниципальный район,2012,244.0
71821000,Октябрьский муниципальный район,2013,244.0
71821151,Октябрьское,2008,328.0
71821151,Октябрьское,2009,328.0
71821151,Октябрьское,2010,580.0
71821151,Октябрьское,2011,272.0
71821151,Октябрьское,2012,114.0
71821151,Октябрьское,2013,114.0
71821156,Приобье,2008,180.0
71821156,Приобье,2009,170.0
71821156,Приобье,2010,340.0
71821156,Приобье,2011,146.0
71821156,Приобье,2012,61.0
71821156,Приобье,2013,61.0
71821157,Талинка,2011,16.0
71821404,Унъюган,2008,92.0
71821404,Унъюган,2009,92.0
71821404,Унъюган,2010,184.0
71821404,Унъюган,2011,102.0
71821404,Унъюган,2012,30.0
71821404,Унъюган,2013,30.0
71821408,Карымкары,2008,18.0
71821408,Карымкары,2009,18.0
71821408,Карымкары,2010,36.0
71821408,Карымкары,2011,24.0
71821408,Карымкары,2012,8.0
71821408,Карымкары,2013,8.0
71821416,Малый Атлым,2008,32.0
71821416,Малый Атлым,2009,32.0
71821416,Малый Атлым,2010,60.0
71821416,Малый Атлым,2011,32.0
71821416,Малый Атлым,2012,11.0
71821416,Малый Атлым,2013,11.0
71821428,Перегребное,2008,32.0
71821428,Перегребное,2009,32.0
71821428,Перегребное,2010,72.0
71821428,Перегребное,2011,40.0
71821428,Перегребное,2012,14.0
71821428,Перегребное,2013,14.0
71821436,Шеркалы,2008,18.0
71821436,Шеркалы,2009,18.0
71821436,Шеркалы,2010,28.0
71821436,Шеркалы,2011,18.0
71821436,Шеркалы,2012,6.0
71821436,Шеркалы,2013,6.0
71824000,Советский муниципальный район,2008,918.0
71824000,Советский муниципальный район,2009,918.0
71824000,Советский муниципальный район,2010,918.0
71824000,Советский муниципальный район,2011,918.0
71824000,Советский муниципальный район,2012,451.0
71824000,Советский муниципальный район,2013,451.0
71824104,Советский,2008,502.0
71824104,Советский,2009,502.0
71824104,Советский,2010,502.0
71824104,Советский,2011,502.0
71824104,Советский,2012,213.0
71824104,Советский,2013,213.0
71824155,Коммунистический,2008,30.0
71824155,Коммунистический,2009,30.0
71824155,Коммунистический,2010,30.0
71824155,Коммунистический,2011,30.0
71824155,Коммунистический,2012,10.0
71824155,Коммунистический,2013,10.0
71824157,Пионерский,2008,286.0
71824157,Пионерский,2009,286.0
71824157,Пионерский,2010,286.0
71824157,Пионерский,2011,286.0
71824157,Пионерский,2012,128.0
71824157,Пионерский,2013,128.0
71824402,Алябьевский,2008,100.0
71824402,Алябьевский,2009,100.0
71824402,Алябьевский,2010,100.0
71824402,Алябьевский,2011,100.0
71824402,Алябьевский,2012,100.0
71824402,Алябьевский,2013,100.0
71826000,Сургутский муниципальный район,2008,536.0
71826000,Сургутский муниципальный район,2009,524.0
71826000,Сургутский муниципальный район,2010,524.0
71826000,Сургутский муниципальный район,2011,526.0
71826000,Сургутский муниципальный район,2012,283.0
71826000,Сургутский муниципальный район,2013,282.0
71826105,Лянтор,2011,260.0
71826105,Лянтор,2012,132.0
71826105,Лянтор,2013,132.0
71826165,Федоровский,2008,132.0
71826165,Федоровский,2009,180.0
71826165,Федоровский,2010,132.0
71826165,Федоровский,2011,132.0
71826165,Федоровский,2012,66.0
71826165,Федоровский,2013,66.0
71826407,Солнечный,2013,0.0
71826416,Локосово,2008,32.0
71826416,Локосово,2009,32.0
71826416,Локосово,2010,32.0
71826416,Локосово,2011,16.0
71826416,Локосово,2012,16.0
71826416,Локосово,2013,15.0
71826423,Нижнесортымский,2008,90.0
71826423,Нижнесортымский,2009,90.0
71826423,Нижнесортымский,2010,90.0
71826423,Нижнесортымский,2011,78.0
71826423,Нижнесортымский,2012,54.0
71826423,Нижнесортымский,2013,54.0
71826436,Сытомино,2008,12.0
71826436,Сытомино,2009,24.0
71826436,Сытомино,2010,24.0
71826436,Сытомино,2011,10.0
71826448,Угут,2008,32.0
71826448,Угут,2009,50.0
71826448,Угут,2010,50.0
71826448,Угут,2011,30.0
71826448,Угут,2012,15.0
71826448,Угут,2013,15.0
71829000,Ханты-Мансийский муниципальный район,2008,352.0
71829000,Ханты-Мансийский муниципальный район,2009,294.0
71829000,Ханты-Мансийский муниципальный район,2010,294.0
71829000,Ханты-Мансийский муниципальный район,2011,284.0
71829000,Ханты-Мансийский муниципальный район,2012,142.0
71829000,Ханты-Мансийский муниципальный район,2013,127.0
71829406,Горноправдинск,2008,142.0
71829406,Горноправдинск,2009,120.0
71829406,Горноправдинск,2010,120.0
71829406,Горноправдинск,2011,120.0
71829406,Горноправдинск,2012,60.0
71829406,Горноправдинск,2013,60.0
71829407,Кедровый,2008,30.0
71829407,Кедровый,2009,40.0
71829407,Кедровый,2010,40.0
71829407,Кедровый,2011,40.0
71829407,Кедровый,2012,20.0
71829407,Кедровый,2013,20.0
71829416,Луговской,2008,110.0
71829416,Луговской,2009,80.0
71829416,Луговской,2010,80.0
71829416,Луговской,2011,70.0
71829416,Луговской,2012,35.0
71829416,Луговской,2013,25.0
71829417,Кышик,2008,20.0
71829417,Кышик,2009,14.0
71829417,Кышик,2010,14.0
71829417,Кышик,2011,14.0
71829417,Кышик,2012,7.0
71829417,Кышик,2013,7.0
71829432,Сибирский,2008,30.0
71829432,Сибирский,2009,40.0
71829432,Сибирский,2010,40.0
71829432,Сибирский,2011,40.0
71829432,Сибирский,2012,20.0
71829432,Сибирский,2013,15.0
71829443,Красноленинский,2008,20.0
71871000,Ханты-Мансийск,2008,903.0
71871000,Ханты-Мансийск,2009,903.0
71871000,Ханты-Мансийск,2010,942.0
71871000,Ханты-Мансийск,2011,937.0
71871000,Ханты-Мансийск,2012,1048.0
71871000,Ханты-Мансийск,2013,1071.0
71872000,Лангепас,2008,590.0
71872000,Лангепас,2009,510.0
71872000,Лангепас,2010,510.0
71872000,Лангепас,2011,510.0
71872000,Лангепас,2012,237.0
71872000,Лангепас,2013,237.0
71873000,Мегион,2008,938.0
71873000,Мегион,2009,998.0
71873000,Мегион,2010,889.0
71873000,Мегион,2011,889.0
71873000,Мегион,2012,461.0
71873000,Мегион,2013,456.0
71874000,Нефтеюганск,2008,1860.0
71874000,Нефтеюганск,2009,1800.0
71874000,Нефтеюганск,2010,1752.0
71874000,Нефтеюганск,2011,1744.0
71874000,Нефтеюганск,2012,845.0
71874000,Нефтеюганск,2013,875.0
71875000,Нижневартовск,2008,4745.0
71875000,Нижневартовск,2009,4555.0
71875000,Нижневартовск,2010,4021.0
71875000,Нижневартовск,2011,4021.0
71875000,Нижневартовск,2012,2558.0
71875000,Нижневартовск,2013,2603.0
71876000,Сургут,2008,3472.0
71876000,Сургут,2009,3462.0
71876000,Сургут,2010,3403.0
71876000,Сургут,2011,3444.0
71876000,Сургут,2012,3093.0
71876000,Сургут,2013,3198.0
71877000,Радужный,2008,706.0
71877000,Радужный,2009,620.0
71877000,Радужный,2010,620.0
71877000,Радужный,2011,626.0
71877000,Радужный,2012,301.0
71877000,Радужный,2013,301.0
71878000,Урай,2008,644.0
71878000,Урай,2009,564.0
71878000,Урай,2010,564.0
71878000,Урай,2011,564.0
71878000,Урай,2012,280.0
71878000,Урай,2013,281.0
71879000,Нягань,2008,636.0
71879000,Нягань,2009,548.0
71879000,Нягань,2010,630.0
71879000,Нягань,2011,630.0
71879000,Нягань,2012,559.0
71879000,Нягань,2013,559.0
71883000,Когалым,2008,720.0
71883000,Когалым,2009,640.0
71883000,Когалым,2010,640.0
71883000,Когалым,2011,640.0
71883000,Когалым,2012,320.0
71883000,Когалым,2013,320.0
71884000,Покачи,2008,292.0
71884000,Покачи,2009,276.0
71884000,Покачи,2010,276.0
71884000,Покачи,2011,266.0
71884000,Покачи,2012,133.0
71884000,Покачи,2013,131.0
71885000,Пыть-Ях,2008,620.0
71885000,Пыть-Ях,2009,580.0
71885000,Пыть-Ях,2010,350.0
71885000,Пыть-Ях,2011,405.0
71885000,Пыть-Ях,2012,315.0
71885000,Пыть-Ях,2013,320.0
71887000,Югорск,2008,470.0
71887000,Югорск,2009,500.0
71887000,Югорск,2010,444.0
71887000,Югорск,2011,444.0
71887000,Югорск,2012,241.0
71887000,Югорск,2013,245.0
71913000,Красноселькупский муниципальный район,2008,338.0
71913000,Красноселькупский муниципальный район,2009,372.0
71913000,Красноселькупский муниципальный район,2010,372.0
71913000,Красноселькупский муниципальный район,2011,152.0
71913000,Красноселькупский муниципальный район,2012,65.0
71913000,Красноселькупский муниципальный район,2013,65.0
71913406,Село Красноселькуп,2010,372.0
71913406,Село Красноселькуп,2011,138.0
71913406,Село Красноселькуп,2012,65.0
71913406,Село Красноселькуп,2013,65.0
71913412,Толькинское,2008,80.0
71913412,Толькинское,2009,28.0
71913412,Толькинское,2011,14.0
71916000,Надымский муниципальный район,2008,2708.0
71916000,Надымский муниципальный район,2009,2280.0
71916000,Надымский муниципальный район,2010,2240.0
71916000,Надымский муниципальный район,2011,2120.0
71916000,Надымский муниципальный район,2012,1075.0
71916000,Надымский муниципальный район,2013,1009.0
71916151,Город Надым,2008,1130.0
71916151,Город Надым,2009,980.0
71916151,Город Надым,2010,1310.0
71916151,Город Надым,2011,1960.0
71916156,Поселок Пангоды,2008,150.0
71916156,Поселок Пангоды,2009,130.0
71916156,Поселок Пангоды,2010,120.0
71916156,Поселок Пангоды,2011,120.0
71916156,Поселок Пангоды,2013,55.0
71916404,Село Ныда,2008,50.0
71916404,Село Ныда,2009,25.0
71916404,Село Ныда,2010,40.0
71916404,Село Ныда,2011,20.0
71916404,Село Ныда,2013,13.0
71916423,Поселок Ягельный,2009,25.0
71918000,Приуральский муниципальный район,2008,780.0
71918000,Приуральский муниципальный район,2009,540.0
71918000,Приуральский муниципальный район,2010,490.0
71918000,Приуральский муниципальный район,2011,490.0
71918000,Приуральский муниципальный район,2013,124.0
71918169,Поселок Харп,2008,440.0
71918169,Поселок Харп,2009,440.0
71918169,Поселок Харп,2010,280.0
71918169,Поселок Харп,2011,280.0
71918169,Поселок Харп,2013,64.0
71918403,Аксарковское,2008,200.0
71918403,Аксарковское,2009,200.0
71918403,Аксарковское,2010,150.0
71918403,Аксарковское,2011,150.0
71918403,Аксарковское,2013,50.0
71918418,Белоярское,2008,60.0
71918418,Белоярское,2009,60.0
71918418,Белоярское,2010,60.0
71918418,Белоярское,2011,60.0
71918418,Белоярское,2013,10.0
71920000,Пуровский муниципальный район,2008,732.0
71920000,Пуровский муниципальный район,2009,732.0
71920000,Пуровский муниципальный район,2010,732.0
71920000,Пуровский муниципальный район,2011,732.0
71920000,Пуровский муниципальный район,2012,351.0
71920000,Пуровский муниципальный район,2013,327.0
71920105,ND,2008,502.0
71920105,ND,2009,502.0
71920105,ND,2010,502.0
71920105,ND,2011,502.0
71920105,ND,2012,246.0
71920105,ND,2013,249.0
71920159,Поселок Уренгой,2008,130.0
71920159,Поселок Уренгой,2009,130.0
71920159,Поселок Уренгой,2010,130.0
71920159,Поселок Уренгой,2011,130.0
71920159,Поселок Уренгой,2012,55.0
71920159,Поселок Уренгой,2013,38.0
71920407,Село Самбург,2008,30.0
71920407,Село Самбург,2009,30.0
71920407,Село Самбург,2010,30.0
71920407,Село Самбург,2011,30.0
71920407,Село Самбург,2012,15.0
71920407,Село Самбург,2013,13.0
71920417,Поселок Ханымей,2008,70.0
71920417,Поселок Ханымей,2009,70.0
71920417,Поселок Ханымей,2010,70.0
71920417,Поселок Ханымей,2011,70.0
71920417,Поселок Ханымей,2012,35.0
71920417,Поселок Ханымей,2013,27.0
71923000,Тазовский муниципальный район,2008,462.0
71923000,Тазовский муниципальный район,2009,352.0
71923000,Тазовский муниципальный район,2010,324.0
71923000,Тазовский муниципальный район,2011,324.0
71923000,Тазовский муниципальный район,2012,157.0
71923000,Тазовский муниципальный район,2013,142.0
71923151,Поселок Тазовский,2008,276.0
71923151,Поселок Тазовский,2009,276.0
71923151,Поселок Тазовский,2010,276.0
71923151,Поселок Тазовский,2011,276.0
71923151,Поселок Тазовский,2012,133.0
71923151,Поселок Тазовский,2013,118.0
71923403,Село Антипаюта,2008,28.0
71923403,Село Антипаюта,2009,30.0
71923403,Село Антипаюта,2010,24.0
71923403,Село Антипаюта,2011,24.0
71923403,Село Антипаюта,2012,12.0
71923403,Село Антипаюта,2013,12.0
71923405,ND,2008,44.0
71923405,ND,2009,16.0
71923406,Село Гыда,2008,30.0
71923406,Село Гыда,2009,30.0
71923406,Село Гыда,2010,24.0
71923406,Село Гыда,2011,24.0
71923406,Село Гыда,2012,12.0
71923406,Село Гыда,2013,12.0
