oktmo,name,year,pollutcapturedperc
22614000,Вадский муниципальный район,2016,21.2
22614000,Вадский муниципальный район,2017,24.1
22615000,Варнавинский муниципальный район,2014,6.5
22615000,Варнавинский муниципальный район,2015,6.8
22615000,Варнавинский муниципальный район,2016,10.5
22615000,Варнавинский муниципальный район,2017,9.5
22617000,Вачский муниципальный район,2014,31.6
22617000,Вачский муниципальный район,2015,0.2
22617000,Вачский муниципальный район,2016,0.5
22617000,Вачский муниципальный район,2017,0.5
22618000,Ветлужский муниципальный район,2016,12.5
22618000,Ветлужский муниципальный район,2017,18.5
22626000,Гагинский муниципальный район,2015,80.6
22626000,Гагинский муниципальный район,2016,78.7
22626000,Гагинский муниципальный район,2017,84.8
22628000,Городецкий муниципальный район,2014,48.2
22628000,Городецкий муниципальный район,2015,18.9
22628000,Городецкий муниципальный район,2016,54.7
22628000,Городецкий муниципальный район,2017,7.1
22630000,Дальнеконстантиновский муниципальный район,2014,10.3
22630000,Дальнеконстантиновский муниципальный район,2015,7.3
22630000,Дальнеконстантиновский муниципальный район,2016,9.5
22630000,Дальнеконстантиновский муниципальный район,2017,6.1
22631000,Володарский муниципальный район,2014,77.5
22631000,Володарский муниципальный район,2015,63.2
22631000,Володарский муниципальный район,2016,71.2
22631000,Володарский муниципальный район,2017,86.3
22632000,Дивеевский муниципальный район,2014,10.7
22632000,Дивеевский муниципальный район,2015,10.6
22633000,Княгининский муниципальный район,2014,0.1
22633000,Княгининский муниципальный район,2016,3.1
22633000,Княгининский муниципальный район,2017,3.7
22634000,Ковернинский муниципальный район,2015,19.4
22634000,Ковернинский муниципальный район,2016,19.9
22634000,Ковернинский муниципальный район,2017,14.3
22635000,Краснобаковский муниципальный район,2014,2.0
22635000,Краснобаковский муниципальный район,2015,1.7
22635000,Краснобаковский муниципальный район,2016,2.0
22635000,Краснобаковский муниципальный район,2017,69.5
22637000,Кстовский муниципальный район,2014,10.2
22637000,Кстовский муниципальный район,2015,25.8
22637000,Кстовский муниципальный район,2016,26.8
22637000,Кстовский муниципальный район,2017,11.5
22638000,Кулебакский муниципальный район (с 2016 г. городской округ г. Кулебаки),2014,32.4
22638000,Кулебакский муниципальный район (с 2016 г. городской округ г. Кулебаки),2015,32.8
22639000,Лукояновский муниципальный район,2014,70.6
22640000,Лысковский муниципальный район,2015,3.8
22640000,Лысковский муниципальный район,2016,2.1
22640000,Лысковский муниципальный район,2017,2.5
22641000,Навашинский муниципальный район (с 2016 г. городской округ Навашинский),2015,53.0
22642000,Павловский муниципальный район,2015,27.5
22642000,Павловский муниципальный район,2016,29.2
22642000,Павловский муниципальный район,2017,36.9
22646000,Починковский муниципальный район,2015,1.1
22648000,Сергачский муниципальный район,2015,1.4
22648000,Сергачский муниципальный район,2016,1.7
22648000,Сергачский муниципальный район,2017,1.1
22650000,Сосновский муниципальный район,2014,0.1
22650000,Сосновский муниципальный район,2015,0.1
22650000,Сосновский муниципальный район,2016,0.1
22650000,Сосновский муниципальный район,2017,6.5
22651000,Спасский муниципальный район,2014,70.2
22651000,Спасский муниципальный район,2015,71.7
22651000,Спасский муниципальный район,2016,87.2
22653000,Тоншаевский муниципальный район,2014,0.5
22654000,Уренский муниципальный район,2015,0.7
22654000,Уренский муниципальный район,2016,0.8
22654000,Уренский муниципальный район,2017,3.9
22655000,Чкаловский муниципальный район (c 2016 г. городской округ г. Чкаловск),2014,44.0
22655000,Чкаловский муниципальный район (c 2016 г. городской округ г. Чкаловск),2015,35.6
22657000,Шатковский муниципальный район,2015,67.6
22657000,Шатковский муниципальный район,2016,64.3
22657000,Шатковский муниципальный район,2017,64.2
22701000,город Нижний Новгород,2014,42.4
22701000,город Нижний Новгород,2015,22.5
22701000,город Нижний Новгород,2016,18.6
22701000,город Нижний Новгород,2017,27.8
22703000,город Арзамас,2014,4.2
22703000,город Арзамас,2015,3.9
22703000,город Арзамас,2016,2.9
22703000,город Арзамас,2017,3.9
22704000,ЗАТО город Саров,2016,5.0
22712000,город Бор,2014,39.0
22712000,город Бор,2015,35.8
22712000,город Бор,2016,42.1
22712000,город Бор,2017,37.9
22715000,город Выкса,2014,78.5
22715000,город Выкса,2015,82.1
22715000,город Выкса,2016,80.5
22715000,город Выкса,2017,82.6
22721000,город Дзержинск,2014,71.0
22721000,город Дзержинск,2015,93.6
22721000,город Дзержинск,2016,84.8
22721000,город Дзержинск,2017,50.2
22727000,город Кулебаки,2016,31.5
22727000,город Кулебаки,2017,16.4
22730000,Навашинский,2016,88.3
22730000,Навашинский,2017,87.7
22734000,город Первомайск,2014,12.3
22734000,город Первомайск,2015,10.2
22734000,город Первомайск,2016,9.0
22734000,город Первомайск,2017,13.6
22737000,Семеновский,2014,2.2
22737000,Семеновский,2015,5.3
22737000,Семеновский,2016,2.6
22737000,Семеновский,2017,2.7
22755000,город Чкаловск,2016,41.0
22755000,город Чкаловск,2017,3.1
22758000,город Шахунья,2014,0.1
22758000,город Шахунья,2015,2.7
22758000,город Шахунья,2016,22.4
22758000,город Шахунья,2017,20.5
24601000,Вичугский муниципальный район,2014,17.6
24601000,Вичугский муниципальный район,2015,17.0
24601000,Вичугский муниципальный район,2016,10.0
24601000,Вичугский муниципальный район,2017,30.9
24607000,Ивановский муниципальный район,2017,1.6
24611000,Кинешемский муниципальный район,2014,3.8
24611000,Кинешемский муниципальный район,2015,3.3
24611000,Кинешемский муниципальный район,2016,4.7
24611000,Кинешемский муниципальный район,2017,0.7
24614000,Лежневский муниципальный район,2014,3.0
24614000,Лежневский муниципальный район,2015,3.0
24614000,Лежневский муниципальный район,2016,4.9
24614000,Лежневский муниципальный район,2017,3.9
24615000,Лухский муниципальный район,2015,0.1
24615000,Лухский муниципальный район,2016,0.1
24615000,Лухский муниципальный район,2017,0.1
24617000,Палехский муниципальный район,2014,9.7
24617000,Палехский муниципальный район,2015,15.2
24617000,Палехский муниципальный район,2016,10.7
24617000,Палехский муниципальный район,2017,10.6
24620000,Приволжский муниципальный район,2014,18.9
24620000,Приволжский муниципальный район,2015,14.5
24620000,Приволжский муниципальный район,2016,18.3
24620000,Приволжский муниципальный район,2017,14.1
24623000,Родниковский муниципальный район,2014,7.2
24623000,Родниковский муниципальный район,2015,5.1
24623000,Родниковский муниципальный район,2016,0.1
24629000,Тейковский муниципальный район,2014,26.2
24629000,Тейковский муниципальный район,2015,25.1
24629000,Тейковский муниципальный район,2016,15.4
24629000,Тейковский муниципальный район,2017,3.0
24631000,Фурмановский муниципальный район,2014,23.4
24631000,Фурмановский муниципальный район,2015,20.0
24631000,Фурмановский муниципальный район,2016,14.3
24631000,Фурмановский муниципальный район,2017,21.6
24633000,Шуйский муниципальный район,2014,42.6
24633000,Шуйский муниципальный район,2015,2.2
24633000,Шуйский муниципальный район,2016,12.7
24633000,Шуйский муниципальный район,2017,3.3
24635000,Южский муниципальный район,2014,22.9
24635000,Южский муниципальный район,2015,23.6
24635000,Южский муниципальный район,2016,24.1
24635000,Южский муниципальный район,2017,3.2
24701000,Иваново,2014,82.2
24701000,Иваново,2015,55.2
24701000,Иваново,2016,54.0
24701000,Иваново,2017,25.4
24703000,Вичуга,2014,7.8
24703000,Вичуга,2015,1.3
24703000,Вичуга,2017,0.4
24705000,Кинешма,2014,15.0
24705000,Кинешма,2015,6.0
24705000,Кинешма,2016,7.2
24705000,Кинешма,2017,13.5
24706000,Кохма,2014,14.3
24706000,Кохма,2016,4.0
24706000,Кохма,2017,64.5
24707000,Тейково,2014,1.0
24707000,Тейково,2015,1.0
24707000,Тейково,2016,0.2
24707000,Тейково,2017,0.6
24711000,Шуя,2014,50.2
24711000,Шуя,2015,74.1
24711000,Шуя,2016,72.4
24711000,Шуя,2017,72.7
25602000,Бодайбинский муниципальный район,2014,21.1
25602000,Бодайбинский муниципальный район,2015,15.9
25602000,Бодайбинский муниципальный район,2016,15.5
25602000,Бодайбинский муниципальный район,2017,11.6
25603000,Ангарский муниципальный район,2014,81.0
25604000,Братский муниципальный район,2014,35.0
25604000,Братский муниципальный район,2015,27.3
25604000,Братский муниципальный район,2016,36.1
25604000,Братский муниципальный район,2017,35.5
25606000,Жигаловский муниципальный район,2014,10.8
25606000,Жигаловский муниципальный район,2015,5.9
25606000,Жигаловский муниципальный район,2016,4.4
25606000,Жигаловский муниципальный район,2017,6.2
25608000,Заларинский муниципальный район,2014,35.8
25608000,Заларинский муниципальный район,2015,20.4
25608000,Заларинский муниципальный район,2016,26.6
25608000,Заларинский муниципальный район,2017,19.1
25609000,Боханский муниципальный район,2016,11.9
25609000,Боханский муниципальный район,2017,11.3
25610000,Зиминский муниципальный район,2014,65.1
25610000,Зиминский муниципальный район,2015,66.6
25610000,Зиминский муниципальный район,2016,62.1
25610000,Зиминский муниципальный район,2017,61.0
25612000,Иркутский муниципальный район,2014,48.4
25612000,Иркутский муниципальный район,2015,61.2
25612000,Иркутский муниципальный район,2016,38.8
25612000,Иркутский муниципальный район,2017,30.9
25614000,Казачинско-Ленский муниципальный район,2014,37.2
25614000,Казачинско-Ленский муниципальный район,2015,37.1
25614000,Казачинско-Ленский муниципальный район,2016,23.7
25614000,Казачинско-Ленский муниципальный район,2017,19.4
25618000,Качугский муниципальный район,2014,65.7
25618000,Качугский муниципальный район,2015,65.5
25618000,Качугский муниципальный район,2016,65.5
25618000,Качугский муниципальный район,2017,63.5
25626000,Нижнеилимский муниципальный район,2014,84.4
25626000,Нижнеилимский муниципальный район,2015,84.6
25626000,Нижнеилимский муниципальный район,2016,83.6
25626000,Нижнеилимский муниципальный район,2017,83.3
25628000,Нижнеудинский муниципальный район,2014,51.5
25628000,Нижнеудинский муниципальный район,2015,48.8
25628000,Нижнеудинский муниципальный район,2016,43.9
25628000,Нижнеудинский муниципальный район,2017,45.4
25630000,Ольхонский муниципальный район,2014,2.4
25630000,Ольхонский муниципальный район,2015,2.3
25634000,Слюдянский муниципальный район,2014,82.0
25634000,Слюдянский муниципальный район,2015,70.1
25634000,Слюдянский муниципальный район,2016,65.8
25634000,Слюдянский муниципальный район,2017,76.8
25636000,Тайшетский муниципальный район,2014,19.8
25636000,Тайшетский муниципальный район,2015,18.2
25636000,Тайшетский муниципальный район,2016,22.5
25636000,Тайшетский муниципальный район,2017,18.4
25638000,Тулунский муниципальный район,2014,95.9
25638000,Тулунский муниципальный район,2015,94.6
25638000,Тулунский муниципальный район,2016,95.1
25638000,Тулунский муниципальный район,2017,95.2
25640000,Усольский муниципальный район,2014,46.9
25640000,Усольский муниципальный район,2015,11.8
25640000,Усольский муниципальный район,2016,9.3
25640000,Усольский муниципальный район,2017,14.2
25642000,Усть-Илимский муниципальный район,2014,10.6
25642000,Усть-Илимский муниципальный район,2015,39.8
25642000,Усть-Илимский муниципальный район,2016,57.3
25642000,Усть-Илимский муниципальный район,2017,46.0
25644000,Усть-Кутский муниципальный район,2014,8.7
25644000,Усть-Кутский муниципальный район,2015,8.1
25644000,Усть-Кутский муниципальный район,2016,4.6
25644000,Усть-Кутский муниципальный район,2017,4.2
25646000,Усть-Удинский муниципальный район,2014,14.0
25646000,Усть-Удинский муниципальный район,2015,16.1
25646000,Усть-Удинский муниципальный район,2016,24.7
25646000,Усть-Удинский муниципальный район,2017,16.8
25648000,Черемховский муниципальный район,2014,85.0
25648000,Черемховский муниципальный район,2015,81.4
25648000,Черемховский муниципальный район,2016,74.5
25648000,Черемховский муниципальный район,2017,27.4
25650000,Чунский муниципальный район,2014,22.1
25650000,Чунский муниципальный район,2015,18.2
25650000,Чунский муниципальный район,2016,50.4
25650000,Чунский муниципальный район,2017,50.3
25655000,Шелеховский муниципальный район,2014,70.9
25655000,Шелеховский муниципальный район,2015,74.2
25655000,Шелеховский муниципальный район,2016,74.4
25655000,Шелеховский муниципальный район,2017,74.6
25701000,город Иркутск,2014,83.2
25701000,город Иркутск,2015,81.2
25701000,город Иркутск,2016,81.4
25701000,город Иркутск,2017,81.4
25703000,Ангарский,2015,80.4
25703000,Ангарский,2016,78.6
25703000,Ангарский,2017,78.0
25714000,город Братск,2014,68.6
25714000,город Братск,2015,67.7
25714000,город Братск,2016,66.0
25714000,город Братск,2017,62.9
25720000,Зиминское,2014,42.1
25720000,Зиминское,2015,40.2
25720000,Зиминское,2016,35.2
25720000,Зиминское,2017,37.4
25726000,город Саянск,2014,95.7
25726000,город Саянск,2015,95.2
25726000,город Саянск,2016,94.2
25726000,город Саянск,2017,95.8
25732000,город Тулун,2014,32.5
25732000,город Тулун,2015,47.5
25732000,город Тулун,2016,37.9
25732000,город Тулун,2017,35.6
25736000,город Усолье-Сибирское,2014,84.0
25736000,город Усолье-Сибирское,2015,82.9
25736000,город Усолье-Сибирское,2016,81.1
25736000,город Усолье-Сибирское,2017,81.8
25738000,город Усть-Илимск,2014,96.3
25738000,город Усть-Илимск,2015,87.8
25738000,город Усть-Илимск,2016,83.9
25738000,город Усть-Илимск,2017,83.5
25745000,город Черемхово,2014,77.0
25745000,город Черемхово,2015,76.9
25745000,город Черемхово,2016,75.1
25745000,город Черемхово,2017,77.5
25746000,город Свирск,2014,65.2
25746000,город Свирск,2015,37.5
25746000,город Свирск,2016,44.0
25746000,город Свирск,2017,39.4
26715000,город Малгобек,2014,4.6
27603000,Багратионовский муниципальный район,2014,3.2
27605000,Балтийский муниципальный район,2014,40.3
27605000,Балтийский муниципальный район,2015,44.3
27605000,Балтийский муниципальный район,2016,34.0
27605000,Балтийский муниципальный район,2017,34.4
27606000,Гвардейский муниципальный район,2014,2.1
27618000,Краснознаменский муниципальный район,2014,25.2
27618000,Краснознаменский муниципальный район,2015,33.3
27621000,Неманский муниципальный район,2014,3.9
27621000,Неманский муниципальный район,2015,10.0
27621000,Неманский муниципальный район,2016,4.1
27624000,Нестеровский муниципальный район,2017,0.6
27627000,Озерский муниципальный район,2014,56.6
27630000,Полесский муниципальный район,2014,27.4
27630000,Полесский муниципальный район,2015,16.5
27630000,Полесский муниципальный район,2016,16.3
27633000,Правдинский муниципальный район,2014,5.5
27633000,Правдинский муниципальный район,2015,11.8
27636000,Славский муниципальный район,2014,5.4
27636000,Славский муниципальный район,2015,9.3
27639000,Черняховский муниципальный район,2014,25.0
27639000,Черняховский муниципальный район,2015,18.7
27701000,город Калининград,2014,13.2
27701000,город Калининград,2015,12.3
27701000,город Калининград,2016,15.2
27701000,город Калининград,2017,7.5
27703000,Багратионовский г.о.,2017,19.3
27706000,Гвардейский г.о.,2015,2.8
27706000,Гвардейский г.о.,2016,2.7
27706000,Гвардейский г.о.,2017,3.5
27707000,Гурьевский г.о.,2014,29.9
27707000,Гурьевский г.о.,2015,12.1
27707000,Гурьевский г.о.,2016,10.2
27707000,Гурьевский г.о.,2017,3.4
27709000,Гусевский,2014,37.6
27709000,Гусевский,2015,16.8
27709000,Гусевский,2016,59.6
27709000,Гусевский,2017,37.7
27712000,Мамоновский,2014,44.0
27713000,Краснознаменский г.о.,2016,24.9
27714000,Неманский г.о.,2017,5.8
27716000,Озерский г.о.,2015,9.6
27716000,Озерский г.о.,2016,22.4
27716000,Озерский г.о.,2017,13.3
27719000,Правдинский г.о.,2016,10.5
27719000,Правдинский г.о.,2017,4.8
27725000,Светловский,2014,79.9
27725000,Светловский,2015,92.7
27725000,Светловский,2016,90.8
27725000,Светловский,2017,90.9
27727000,Славский г.о.,2016,10.6
27730000,Советский,2014,0.2
27730000,Советский,2015,0.1
27730000,Советский,2016,0.2
27730000,Советский,2017,0.1
27739000,Черняховский г.о.,2016,15.1
27739000,Черняховский г.о.,2017,14.5
27740000,Янтарный,2014,1.8
27740000,Янтарный,2015,0.8
27740000,Янтарный,2016,2.9
27740000,Янтарный,2017,4.2
28602000,Андреапольский муниципальный район (с 2020 г. преобразован в Андреапольский муниципальный округ),2014,0.2
28604000,Бежецкий муниципальный район,2014,11.2
28604000,Бежецкий муниципальный район,2015,11.2
28604000,Бежецкий муниципальный район,2016,12.7
28604000,Бежецкий муниципальный район,2017,15.5
28606000,Бельский муниципальный район (с 2023 г. преобразован в Бельский муниципальный округ),2017,4.6
28608000,Бологовский муниципальный район,2014,1.1
28608000,Бологовский муниципальный район,2015,0.1
28608000,Бологовский муниципальный район,2016,0.7
28610000,Весьегонский муниципальный район (с 2020 г. преобразован в Весьегонский муниципальный округ),2014,10.3
28610000,Весьегонский муниципальный район (с 2020 г. преобразован в Весьегонский муниципальный округ),2015,6.2
28616000,Западнодвинский муниципальный район (с 2021 г. преобразован в Западнодвинский муниципальный округ),2014,7.2
28616000,Западнодвинский муниципальный район (с 2021 г. преобразован в Западнодвинский муниципальный округ),2015,6.7
28616000,Западнодвинский муниципальный район (с 2021 г. преобразован в Западнодвинский муниципальный округ),2016,6.8
28616000,Западнодвинский муниципальный район (с 2021 г. преобразован в Западнодвинский муниципальный округ),2017,6.5
28618000,Зубцовский муниципальный район (с 2023 г. преобразован в Зубцовский муниципальный округ),2014,93.5
28618000,Зубцовский муниципальный район (с 2023 г. преобразован в Зубцовский муниципальный округ),2015,94.2
28620000,Калининский муниципальный район,2015,0.6
28620000,Калининский муниципальный район,2016,2.0
28620000,Калининский муниципальный район,2017,3.7
28624000,Кашинский муниципальный район (с 2019 г. преобразован в Кашинский городской округ),2014,2.5
28624000,Кашинский муниципальный район (с 2019 г. преобразован в Кашинский городской округ),2015,1.9
28624000,Кашинский муниципальный район (с 2019 г. преобразован в Кашинский городской округ),2016,0.8
28624000,Кашинский муниципальный район (с 2019 г. преобразован в Кашинский городской округ),2017,0.1
28626000,Кесовогорский муниципальный район (с 2023 г. преобразован в Кесовогорский муниципальный округ),2014,1.2
28630000,Конаковский муниципальный район,2014,12.9
28630000,Конаковский муниципальный район,2015,20.9
28630000,Конаковский муниципальный район,2016,16.7
28630000,Конаковский муниципальный район,2017,19.9
28632000,Краснохолмский муниципальный район (с 2021 г. преобразован в Краснохолмский муниципальный округ),2014,4.4
28632000,Краснохолмский муниципальный район (с 2021 г. преобразован в Краснохолмский муниципальный округ),2015,7.4
28632000,Краснохолмский муниципальный район (с 2021 г. преобразован в Краснохолмский муниципальный округ),2016,1.9
28632000,Краснохолмский муниципальный район (с 2021 г. преобразован в Краснохолмский муниципальный округ),2017,1.6
28634000,Кувшиновский муниципальный район,2014,2.8
28634000,Кувшиновский муниципальный район,2015,2.4
28634000,Кувшиновский муниципальный район,2016,1.9
28634000,Кувшиновский муниципальный район,2017,1.4
28638000,Лихославльский муниципальный район (с 2022 г. преобразован в Лихославльский муниципальный округ),2014,9.7
28638000,Лихославльский муниципальный район (с 2022 г. преобразован в Лихославльский муниципальный округ),2015,5.2
28638000,Лихославльский муниципальный район (с 2022 г. преобразован в Лихославльский муниципальный округ),2016,2.7
28638000,Лихославльский муниципальный район (с 2022 г. преобразован в Лихославльский муниципальный округ),2017,1.8
28640000,Максатихинский муниципальный район (с 2023 г. преобразован в Максатихинский муниципальный округ),2014,17.5
28640000,Максатихинский муниципальный район (с 2023 г. преобразован в Максатихинский муниципальный округ),2015,20.2
28640000,Максатихинский муниципальный район (с 2023 г. преобразован в Максатихинский муниципальный округ),2016,19.2
28640000,Максатихинский муниципальный район (с 2023 г. преобразован в Максатихинский муниципальный округ),2017,15.3
28643000,Нелидовский муниципальный район (с 2019 г. преобразован в Нелидовский городской округ),2014,0.4
28643000,Нелидовский муниципальный район (с 2019 г. преобразован в Нелидовский городской округ),2015,0.4
28643000,Нелидовский муниципальный район (с 2019 г. преобразован в Нелидовский городской округ),2016,25.2
28643000,Нелидовский муниципальный район (с 2019 г. преобразован в Нелидовский городской округ),2017,25.0
28645000,Осташковский муниципальный район (с 2018 г. преобразован в Осташковский городской округ),2014,9.0
28645000,Осташковский муниципальный район (с 2018 г. преобразован в Осташковский городской округ),2015,1.3
28645000,Осташковский муниципальный район (с 2018 г. преобразован в Осташковский городской округ),2016,1.3
28645000,Осташковский муниципальный район (с 2018 г. преобразован в Осташковский городской округ),2017,1.4
28648000,Ржевский муниципальный район (с 2023 г. объединен с городским округом г.Ржев и преобразован в Ржевский муниципальный округ),2014,3.5
28648000,Ржевский муниципальный район (с 2023 г. объединен с городским округом г.Ржев и преобразован в Ржевский муниципальный округ),2015,1.4
28648000,Ржевский муниципальный район (с 2023 г. объединен с городским округом г.Ржев и преобразован в Ржевский муниципальный округ),2016,3.5
28651000,Сонковский муниципальный район (с 2023 г. преобразован в Сонковский муниципальный округ),2014,46.3
28651000,Сонковский муниципальный район (с 2023 г. преобразован в Сонковский муниципальный округ),2015,19.2
28651000,Сонковский муниципальный район (с 2023 г. преобразован в Сонковский муниципальный округ),2016,30.6
28651000,Сонковский муниципальный район (с 2023 г. преобразован в Сонковский муниципальный округ),2017,27.8
28654000,Торжокский муниципальный район,2015,29.4
28654000,Торжокский муниципальный район,2017,90.9
28655000,Торопецкий муниципальный район,2014,9.0
28655000,Торопецкий муниципальный район,2015,8.5
28655000,Торопецкий муниципальный район,2016,8.9
28655000,Торопецкий муниципальный район,2017,9.2
28656000,Удомельский муниципальный район (с 2017 г. преобразован в Удомельский городской округ),2014,0.2
28656000,Удомельский муниципальный район (с 2017 г. преобразован в Удомельский городской округ),2015,0.3
28657000,Фировский муниципальный район,2014,0.4
28701000,город Тверь,2014,75.3
28701000,город Тверь,2015,77.0
28701000,город Тверь,2016,70.8
28701000,город Тверь,2017,70.6
28714000,Вышневолоцкий,2014,44.6
28714000,Вышневолоцкий,2015,46.0
28714000,Вышневолоцкий,2016,46.6
28714000,Вышневолоцкий,2017,51.5
28726000,Город Кимры (с 2023 г. объединен с Кимрским муниципальным районом и преобразован в Кимрский муниципальный округ),2014,3.0
28726000,Город Кимры (с 2023 г. объединен с Кимрским муниципальным районом и преобразован в Кимрский муниципальный округ),2015,2.4
28726000,Город Кимры (с 2023 г. объединен с Кимрским муниципальным районом и преобразован в Кимрский муниципальный округ),2016,2.1
28726000,Город Кимры (с 2023 г. объединен с Кимрским муниципальным районом и преобразован в Кимрский муниципальный округ),2017,0.5
28745000,Город Ржев (с 2023 г. объединен с Ржевским муниципальным районом и преобразован в Ржевский муниципальный округ),2014,63.2
28745000,Город Ржев (с 2023 г. объединен с Ржевским муниципальным районом и преобразован в Ржевский муниципальный округ),2015,66.2
28745000,Город Ржев (с 2023 г. объединен с Ржевским муниципальным районом и преобразован в Ржевский муниципальный округ),2016,66.3
28745000,Город Ржев (с 2023 г. объединен с Ржевским муниципальным районом и преобразован в Ржевский муниципальный округ),2017,36.1
28750000,город Торжок,2014,11.3
28750000,город Торжок,2015,13.3
28750000,город Торжок,2016,2.5
28750000,город Торжок,2017,3.1
28751000,Удомельский,2017,0.5
29602000,Бабынинский муниципальный район,2014,61.4
29602000,Бабынинский муниципальный район,2015,12.4
29602000,Бабынинский муниципальный район,2016,11.7
29602000,Бабынинский муниципальный район,2017,34.3
29606000,Боровский муниципальный район,2014,67.0
29606000,Боровский муниципальный район,2015,83.1
29606000,Боровский муниципальный район,2016,84.3
29606000,Боровский муниципальный район,2017,84.3
29608000,Дзержинский муниципальный район,2014,96.5
29608000,Дзержинский муниципальный район,2015,87.7
29608000,Дзержинский муниципальный район,2016,90.9
29608000,Дзержинский муниципальный район,2017,86.4
29613000,Жуковский муниципальный район,2014,2.3
29613000,Жуковский муниципальный район,2015,0.2
29613000,Жуковский муниципальный район,2016,0.2
29613000,Жуковский муниципальный район,2017,0.2
29614000,Кировский муниципальный район,2014,79.2
29614000,Кировский муниципальный район,2015,79.4
29614000,Кировский муниципальный район,2016,77.8
29614000,Кировский муниципальный район,2017,76.2
29616000,Козельский муниципальный район,2014,34.1
29616000,Козельский муниципальный район,2015,41.8
29616000,Козельский муниципальный район,2016,33.6
29616000,Козельский муниципальный район,2017,31.8
29620000,Людиновский муниципальный район,2014,67.9
29620000,Людиновский муниципальный район,2015,68.5
29620000,Людиновский муниципальный район,2016,68.5
29620000,Людиновский муниципальный район,2017,68.5
29623000,Малоярославецкий муниципальный район,2014,83.2
29623000,Малоярославецкий муниципальный район,2015,69.3
29623000,Малоярославецкий муниципальный район,2016,60.5
29623000,Малоярославецкий муниципальный район,2017,62.9
29636000,Сухиничский муниципальный район,2014,29.9
29636000,Сухиничский муниципальный район,2015,75.9
29636000,Сухиничский муниципальный район,2016,77.8
29636000,Сухиничский муниципальный район,2017,77.0
29701000,город Калуга,2014,81.6
29701000,город Калуга,2015,81.7
29701000,город Калуга,2016,53.5
29701000,город Калуга,2017,51.5
29715000,город Обнинск,2014,3.6
29715000,город Обнинск,2015,3.2
29715000,город Обнинск,2016,45.2
29715000,город Обнинск,2017,51.1
30604000,Быстринский муниципальный район,2014,0.2
30604000,Быстринский муниципальный район,2015,1.9
30604000,Быстринский муниципальный район,2016,1.9
30604000,Быстринский муниципальный район,2017,0.9
30607000,Елизовский муниципальный район,2014,40.5
30607000,Елизовский муниципальный район,2015,30.2
30607000,Елизовский муниципальный район,2016,46.6
30607000,Елизовский муниципальный район,2017,46.1
30610000,Мильковский муниципальный район,2014,44.5
30610000,Мильковский муниципальный район,2015,59.2
30610000,Мильковский муниципальный район,2016,60.9
30610000,Мильковский муниципальный район,2017,60.1
30616000,Усть-Большерецкий муниципальный район,2017,55.4
30701000,Петропавловск-Камчатский,2014,17.1
30701000,Петропавловск-Камчатский,2015,20.0
30701000,Петропавловск-Камчатский,2016,17.2
30701000,Петропавловск-Камчатский,2017,7.8
30829000,Пенжинский муниципальный район,2017,4.8
30832000,Тигильский муниципальный район,2017,14.7
30851000,поселок Палана,2014,37.6
30851000,поселок Палана,2015,36.2
30851000,поселок Палана,2016,37.5
30851000,поселок Палана,2017,28.9
32601000,Беловский муниципальный район,2014,1.5
32601000,Беловский муниципальный район,2015,1.4
32601000,Беловский муниципальный район,2016,2.5
32601000,Беловский муниципальный район,2017,1.6
32602000,Гурьевский муниципальный район,2014,30.6
32602000,Гурьевский муниципальный район,2015,29.4
32602000,Гурьевский муниципальный район,2016,34.5
32602000,Гурьевский муниципальный район,2017,35.2
32604000,Ижморский муниципальный район,2014,22.9
32604000,Ижморский муниципальный район,2015,23.2
32604000,Ижморский муниципальный район,2016,22.6
32604000,Ижморский муниципальный район,2017,19.7
32607000,Кемеровский муниципальный район,2014,16.7
32607000,Кемеровский муниципальный район,2015,15.7
32607000,Кемеровский муниципальный район,2016,27.4
32607000,Кемеровский муниципальный район,2017,8.2
32610000,Крапивинский муниципальный район,2014,29.0
32610000,Крапивинский муниципальный район,2015,28.8
32610000,Крапивинский муниципальный район,2016,29.2
32610000,Крапивинский муниципальный район,2017,31.1
32613000,ND,2014,2.8
32613000,ND,2015,2.2
32613000,ND,2016,2.0
32613000,ND,2017,1.3
32616000,Мариинский муниципальный район,2014,48.6
32616000,Мариинский муниципальный район,2015,50.1
32616000,Мариинский муниципальный район,2016,41.2
32616000,Мариинский муниципальный район,2017,39.8
32619000,Новокузнецкий муниципальный район,2014,2.2
32619000,Новокузнецкий муниципальный район,2015,3.2
32619000,Новокузнецкий муниципальный район,2016,2.3
32619000,Новокузнецкий муниципальный район,2017,2.1
32622000,Прокопьевский муниципальный район,2014,2.0
32622000,Прокопьевский муниципальный район,2015,1.6
32622000,Прокопьевский муниципальный район,2016,2.2
32622000,Прокопьевский муниципальный район,2017,2.3
32625000,Промышленновский муниципальный район,2014,8.9
32625000,Промышленновский муниципальный район,2015,8.9
32625000,Промышленновский муниципальный район,2016,37.7
32625000,Промышленновский муниципальный район,2017,39.2
32627000,Таштагольский муниципальный район,2014,64.8
32627000,Таштагольский муниципальный район,2015,66.7
